Geneid	/blue/jkim6/share/braskey/data/ref5/HISAT2/H552.sam
AT1G06410	2415.33
AT1G06420	10
AT1G06430	3999.17
AT1G06440	39
AT1G06450	171.17
AT1G06460	3464.00
AT1G06470	672
AT1G06475	17
AT1G06480	0
AT1G06490	33.17
AT1G06500	133.00
AT1G06510	721.50
AT1G06515	296
AT1G06520	19
AT1G06530	1010.33
AT1G06540	9
AT1G06550	568
AT1G06560	271.50
AT1G06570	960.50
AT1G06580	78
AT1G06590	173
AT1G06610	0
AT1G06620	679.00
AT1G06630	249.50
AT1G06640	3577.67
AT1G06645	352.33
AT1G06650	2081.67
AT1G06660	41.83
AT1G06670	703
AT1G06680	55422.43
AT1G06690	899.50
AT1G06700	1157
AT1G06710	82.50
AT1G06720	426.50
AT1G06730	321
AT1G06750	32
AT1G06760	2793.17
AT1G06770	176.50
AT1G06780	333.50
AT1G06790	215.83
AT1G06800	251.83
AT1G06810	0
AT1G06820	719.50
AT1G06830	190.50
AT1G06840	439.50
AT1G06850	208.50
AT1G06860	0
AT1G06870	498
AT1G06880	0
AT1G06890	1611.25
AT1G06900	729
AT1G06910	88
AT1G06920	0
AT1G06923	0
AT1G06925	0
AT1G06930	0
AT1G06950	3400.83
AT1G06960	253.00
AT1G06970	1
AT1G06980	29
AT1G06990	0
AT1G07000	1987.70
AT1G07010	1731.89
AT1G07020	373.83
AT1G07025	0
AT1G07030	591
AT1G07040	905.58
AT1G07050	766.50
AT1G07051	0
AT1G07060	2
AT1G07070	165.50
AT1G07080	2060.83
AT1G07090	347.75
AT1G07100	0
AT1G07110	2341.50
AT1G07119	16.25
AT1G07120	18.92
AT1G07128	54.08
AT1G07130	64.08
AT1G07135	172.83
AT1G07140	3557.17
AT1G07150	29.50
AT1G07160	10
AT1G07170	306
AT1G07175	4
AT1G07180	823.75
AT1G07190	0
AT1G07200	747.50
AT1G07210	726.50
AT1G07220	435.17
AT1G07230	873.83
AT1G07240	773.83
AT1G07250	804.83
AT1G07260	51
AT1G07270	28.50
AT1G07280	2320.92
AT1G07290	12
AT1G07300	75
AT1G07310	708.50
AT1G07320	6343
AT1G07330	4
AT1G07340	0
AT1G07350	577.50
AT1G07360	796.50
AT1G07370	372.50
AT1G07380	228.50
AT1G07390	72
AT1G07400	58
AT1G07410	42
AT1G07420	544.50
AT1G07430	37
AT1G07440	753
AT1G07450	40
AT1G07460	0
AT1G07470	512.25
AT1G07473	2
AT1G07476	7
AT1G07480	510.08
AT1G07485	12.33
AT1G07490	12.33
AT1G07500	1
AT1G07510	724.50
AT1G07520	216.50
AT1G07530	713.25
AT1G07540	0
AT1G07550	0
AT1G07560	3
AT1G07570	276
AT1G07580	0
AT1G07590	3821.58
AT1G07600	3263.58
AT1G07610	210.08
AT1G07615	125.50
AT1G07620	466.17
AT1G07630	703.67
AT1G07640	616
AT1G07645	0
AT1G07650	1815.58
AT1G07660	264.50
AT1G07670	1389.33
AT1G07680	0
AT1G07690	0
AT1G07700	1737.17
AT1G07702	48.50
AT1G07705	515
AT1G07710	11.50
AT1G07720	1827.33
AT1G07725	148.83
AT1G07728	148.83
AT1G07730	25
AT1G07740	73.50
AT1G07745	78.50
AT1G07747	0
AT1G07750	480.50
AT1G07760	0
AT1G07770	3186.58
AT1G07780	448.25
AT1G07790	656.33
AT1G07795	0.50
AT1G07810	956.50
AT1G07820	939.50
AT1G07830	233
AT1G07840	300
AT1G07850	0.75
AT1G07860	0
AT1G07870	372.50
AT1G07880	74
AT1G07885	6
AT1G07890	15899.25
AT1G07900	124.50
AT1G07901	48
AT1G07910	313.00
AT1G07920	9209.00
AT1G07930	8688.43
AT1G07940	7418.50
AT1G07950	370
AT1G07960	630
AT1G07970	200
AT1G07980	274
AT1G07985	8
AT1G07990	883.50
AT1G08000	183.50
AT1G08005	1
AT1G08010	319.50
AT1G08030	336.50
AT1G08032	0
AT1G08035	5
AT1G08040	510.33
AT1G08050	587
AT1G08060	389.50
AT1G08065	0
AT1G08070	24
AT1G08080	3
AT1G08090	19
AT1G08100	0
AT1G08110	1958.67
AT1G08115	1
AT1G08120	2.50
AT1G08125	246.50
AT1G08130	375.50
AT1G08135	0
AT1G08140	1
AT1G08150	0.83
AT1G08160	65
AT1G08165	12
AT1G08170	0
AT1G08180	149
AT1G08190	2306.83
AT1G08200	4980.67
AT1G08210	383
AT1G08220	118
AT1G08230	277.50
AT1G08240	0
AT1G08250	443.33
AT1G08260	213
AT1G08270	32
AT1G08280	140.00
AT1G08290	52.33
AT1G08300	61.50
AT1G08310	16.50
AT1G08315	236
AT1G08320	2
AT1G08340	14.83
AT1G08350	191
AT1G08360	2852.67
AT1G08370	673
AT1G08380	25450.44
AT1G08390	118.50
AT1G08400	124.50
AT1G08410	285
AT1G08420	1418.83
AT1G08430	0
AT1G08440	6
AT1G08450	8264.00
AT1G08460	567
AT1G08465	275.50
AT1G08470	427
AT1G08480	1066.33
AT1G08490	1011.50
AT1G08500	36.50
AT1G08510	2656.17
AT1G08520	4179.00
AT1G08530	459
AT1G08540	1990.50
AT1G08550	1560.50
AT1G08560	290.33
AT1G08570	1725.83
AT1G08580	662
AT1G08590	76
AT1G08592	46
AT1G08600	417
AT1G08610	89.50
AT1G08620	569.50
AT1G08630	19.50
AT1G08640	2059.00
AT1G08650	2391.75
AT1G08660	491.50
AT1G08670	0
AT1G08680	713.33
AT1G08695	0
AT1G08700	600.50
AT1G08710	133
AT1G08720	789.83
AT1G08730	13
AT1G08750	340.50
AT1G08760	310.50
AT1G08770	415.50
AT1G08780	238
AT1G08790	0
AT1G08800	503.50
AT1G08810	190
AT1G08820	1022.00
AT1G08830	7061.44
AT1G08840	1176.16
AT1G08845	135
AT1G08860	26
AT1G08870	0
AT1G08880	1722.33
AT1G08890	294
AT1G08900	697.00
AT1G08910	340.50
AT1G08920	410.83
AT1G08930	4665.83
AT1G08940	116.50
AT1G08950	0
AT1G08960	259.33
AT1G08970	808.50
AT1G08980	1456.33
AT1G08985	0
AT1G08990	1
AT1G09000	66.17
AT1G09010	1327.50
AT1G09020	1149.25
AT1G09026	0
AT1G09030	0
AT1G09040	65.75
AT1G09050	91.08
AT1G09060	819.83
AT1G09070	6368.00
AT1G09080	871.17
AT1G09090	13.83
AT1G09100	859.67
AT1G09110	0.50
AT1G09130	3853.50
AT1G09140	952.50
AT1G09150	507.50
AT1G09155	1
AT1G09157	3
AT1G09160	651
AT1G09170	43
AT1G09176	3
AT1G09180	87
AT1G09190	66
AT1G09195	141
AT1G09200	1436.42
AT1G09210	5981.67
AT1G09220	62
AT1G09230	248.50
AT1G09240	91
AT1G09245	0
AT1G09250	389.17
AT1G09260	0
AT1G09270	1126.33
AT1G09280	280
AT1G09290	150
AT1G09300	313.50
AT1G09310	11346.58
AT1G09320	134.67
AT1G09330	647
AT1G09340	14834.32
AT1G09350	14
AT1G09360	0
AT1G09370	0
AT1G09380	3
AT1G09390	298.50
AT1G09400	12.50
AT1G09410	35
AT1G09415	223.17
AT1G09420	36.67
AT1G09421	12.67
AT1G09430	2415
AT1G09440	212
AT1G09450	32
AT1G09460	31.50
AT1G09470	72.42
AT1G09480	42.75
AT1G09483	1.17
AT1G09490	751.75
AT1G09500	179.83
AT1G09510	0
AT1G09520	329
AT1G09530	302.83
AT1G09540	2
AT1G09550	0
AT1G09560	3065.72
AT1G09570	1186
AT1G09575	63
AT1G09580	236
AT1G09590	2958
AT1G09600	8
AT1G09610	24.83
AT1G09620	2332.08
AT1G09625	0
AT1G09630	328.50
AT1G09640	4806.33
AT1G09645	398
AT1G09650	8
AT1G09660	496.33
AT1G09665	0
AT1G09680	75.50
AT1G09690	4344.92
AT1G09700	232.00
AT1G09710	102
AT1G09720	0
AT1G09730	643.50
AT1G09740	417
AT1G09750	2754.17
AT1G09760	735.33
AT1G09770	1617
AT1G09780	2731.67
AT1G09790	0
AT1G09794	80.50
AT1G09795	1531.50
AT1G09800	71.50
AT1G09810	270.83
AT1G09812	22
AT1G09815	265
AT1G09820	110
AT1G09830	914.50
AT1G09840	963.75
AT1G09850	803.50
AT1G09860	34
AT1G09870	555.21
AT1G09880	4.50
AT1G09890	18
AT1G09900	306
AT1G09910	393.75
AT1G09920	666.50
AT1G09930	11
AT1G09932	1552.50
AT1G09935	29
AT1G09940	593
AT1G09950	15
AT1G09960	81.50
AT1G09970	5744.25
AT1G09980	651.50
AT1G09995	86.50
AT1G10000	21
AT1G10010	3
AT1G10020	827.83
AT1G10030	155.50
AT1G10040	151.75
AT1G10050	444.50
AT1G10060	151
AT1G10070	206.50
AT1G10090	967
AT1G10095	66
AT1G10100	0
AT1G10110	8.50
AT1G10120	290.50
AT1G10130	882.00
AT1G10140	173.50
AT1G10150	380.50
AT1G10155	5
AT1G10170	1106.50
AT1G10180	376.50
AT1G10190	0
AT1G10200	1407.17
AT1G10210	187
AT1G10220	19
AT1G10230	175.50
AT1G10240	182
AT1G10250	0
AT1G10270	240
AT1G10280	282.50
AT1G10290	2396.17
AT1G10300	2
AT1G10310	504
AT1G10320	159
AT1G10330	43
AT1G10340	505.17
AT1G10350	421.50
AT1G10360	956
AT1G10370	569.67
AT1G10380	78.33
AT1G10385	0
AT1G10390	1460.67
AT1G10400	1
AT1G10410	1107
AT1G10417	30.50
AT1G10430	717.00
AT1G10440	0
AT1G10450	475.50
AT1G10455	0
AT1G10460	15
AT1G10470	3271.42
AT1G10480	1
AT1G10490	888.17
AT1G10500	1413.17
AT1G10510	927.50
AT1G10520	37
AT1G10522	569.17
AT1G10530	18.50
AT1G10540	19
AT1G10550	22
AT1G10560	63
AT1G10570	391.50
AT1G10580	589.50
AT1G10585	80
AT1G10586	6
AT1G10588	0
AT1G10590	1872.50
AT1G10600	405.00
AT1G10610	118.50
AT1G10620	0.50
AT1G10630	1356.17
AT1G10640	215
AT1G10650	354
AT1G10652	3
AT1G10657	130.33
AT1G10660	835.50
AT1G10670	4306.79
AT1G10680	0
AT1G10682	96.50
AT1G10690	77.50
AT1G10700	927
AT1G10710	4
AT1G10717	0
AT1G10720	462.50
AT1G10730	181.00
AT1G10740	651.50
AT1G10745	0
AT1G10747	1
AT1G10750	32
AT1G10760	5481.25
AT1G10770	7
AT1G10780	115.50
AT1G10790	8
AT1G10800	3
AT1G10810	5.50
AT1G10820	306.50
AT1G10830	657.67
AT1G10840	1857.67
AT1G10850	355.83
AT1G10865	267.67
AT1G10870	322.33
AT1G10880	0
AT1G10890	532
AT1G10900	741.50
AT1G10910	758
AT1G10920	336
AT1G10930	304.50
AT1G10940	2348
AT1G10950	2259.17
AT1G10960	7397.42
AT1G10970	67.25
AT1G10980	28
AT1G10990	107
AT1G11000	75.50
AT1G11010	0
AT1G11020	237.50
AT1G11030	0
AT1G11040	0
AT1G11050	467.50
AT1G11060	251
AT1G11070	6
AT1G11080	45.33
AT1G11090	271.50
AT1G11100	26.50
AT1G11110	0
AT1G11112	22
AT1G11120	44
AT1G11125	6
AT1G11130	287
AT1G11145	0
AT1G11160	33
AT1G11170	103.50
AT1G11175	125.50
AT1G11180	239.50
AT1G11185	12
AT1G11190	49
AT1G11200	475.50
AT1G11210	250
AT1G11220	51.50
AT1G11230	0.67
AT1G11240	467.50
AT1G11250	0
AT1G11260	1792.42
AT1G11270	78.50
AT1G11280	274.50
AT1G11290	152.50
AT1G11300	509.50
AT1G11310	5452.17
AT1G11320	75.50
AT1G11330	2192.33
AT1G11340	60
AT1G11350	920.50
AT1G11360	424.50
AT1G11362	0
AT1G11370	0
AT1G11380	143.50
AT1G11390	351.50
AT1G11400	274.50
AT1G11410	511
AT1G11420	20
AT1G11430	2900.75
AT1G11440	334
AT1G11450	45.50
AT1G11460	4
AT1G11470	0
AT1G11475	428
AT1G11480	1015
AT1G11490	1
AT1G11500	6
AT1G11510	0
AT1G11520	0
AT1G11530	662.00
AT1G11540	34.00
AT1G11545	267.50
AT1G11550	0
AT1G11560	0
AT1G11570	10
AT1G11572	1
AT1G11580	2497.50
AT1G11590	1
AT1G11592	155.25
AT1G11593	0
AT1G11600	184
AT1G11608	0
AT1G11610	2
AT1G11620	0
AT1G11630	290
AT1G11640	0.50
AT1G11650	4708.33
AT1G11655	0
AT1G11660	916.50
AT1G11670	323.50
AT1G11680	1457
AT1G11684	0
AT1G11690	0
AT1G11700	197.50
AT1G11710	68.50
AT1G11720	1338
AT1G11730	27
AT1G11735	5
AT1G11740	20
AT1G11750	2964.50
AT1G11755	313.83
AT1G11760	91
AT1G11765	0
AT1G11770	2.83
AT1G11780	432.83
AT1G11785	13
AT1G11790	782.92
AT1G11800	153
AT1G11810	9.33
AT1G11820	1069.83
AT1G11840	7390.42
AT1G11850	237
AT1G11860	19682.00
AT1G11870	670.17
AT1G11880	162
AT1G11890	1769
AT1G11900	65
AT1G11905	423.50
AT1G11910	10999.75
AT1G11915	4
AT1G11920	0
AT1G11925	2
AT1G11930	1077.67
AT1G11940	183
AT1G11950	160
AT1G11960	858
AT1G11970	0
AT1G11980	0
AT1G11990	55.50
AT1G12000	1444
AT1G12010	67
AT1G12013	1.50
AT1G12015	0.50
AT1G12020	212
AT1G12030	27
AT1G12040	0
AT1G12050	1049
AT1G12060	106.50
AT1G12064	1
AT1G12070	2
AT1G12080	208.75
AT1G12090	8197.33
AT1G12100	7.50
AT1G12110	2317.17
AT1G12120	1239.33
AT1G12130	0
AT1G12140	939.50
AT1G12150	29
AT1G12160	37
AT1G12170	0.50
AT1G12180	0
AT1G12190	0
AT1G12200	154
AT1G12210	157.50
AT1G12211	2.50
AT1G12220	301.50
AT1G12230	1478
AT1G12240	3797.08
AT1G12244	276
AT1G12250	1442.50
AT1G12260	25.50
AT1G12270	860.33
AT1G12280	280
AT1G12290	188.83
AT1G12294	1
AT1G12300	39
AT1G12310	939
AT1G12320	144
AT1G12330	412
AT1G12340	7.25
AT1G12350	318.50
AT1G12360	1642.33
AT1G12370	108.00
AT1G12380	259
AT1G12390	311.75
AT1G12400	299.00
AT1G12410	3517.50
AT1G12411	0
AT1G12420	389.50
AT1G12423	0
AT1G12430	584.50
AT1G12440	1307.50
AT1G12450	157.50
AT1G12451	0
AT1G12460	346.50
AT1G12470	788.50
AT1G12480	80
AT1G12490	0
AT1G12500	896.50
AT1G12510	0
AT1G12520	1722.25
AT1G12530	162.78
AT1G12540	1
AT1G12550	164
AT1G12560	0
AT1G12570	152.50
AT1G12580	869.50
AT1G12590	0
AT1G12600	5
AT1G12610	6
AT1G12620	102.50
AT1G12630	2
AT1G12640	833
AT1G12650	433.50
AT1G12660	0
AT1G12663	0
AT1G12665	0
AT1G12672	11
AT1G12680	423.83
AT1G12700	57
AT1G12710	297.50
AT1G12730	106.25
AT1G12740	0
AT1G12750	349
AT1G12760	1399.33
AT1G12770	1077
AT1G12775	92
AT1G12780	970.50
AT1G12790	90
AT1G12800	4001.58
AT1G12805	23.50
AT1G12810	380.83
AT1G12820	867
AT1G12830	269.50
AT1G12840	3669.50
AT1G12845	133.50
AT1G12850	880
AT1G12855	2
AT1G12860	544.50
AT1G12870	0
AT1G12880	157.50
AT1G12890	0.67
AT1G12900	25937.25
AT1G12910	452.50
AT1G12920	1550.67
AT1G12930	465
AT1G12938	0
AT1G12940	5
AT1G12950	4
AT1G12960	0
AT1G12970	186.50
AT1G12980	1
AT1G12990	973
AT1G13000	662.00
AT1G13010	0
AT1G13020	812.75
AT1G13030	169
AT1G13040	63
AT1G13050	44
AT1G13060	2095.00
AT1G13080	679.50
AT1G13090	1324
AT1G13100	255.50
AT1G13110	2914
AT1G13120	356.17
AT1G13130	2
