Geneid	/blue/jkim6/share/braskey/data/ref5/HISAT2/Y63.sam
AT1G02660	353.50
AT1G02670	14
AT1G02680	236.50
AT1G02690	123
AT1G02700	24
AT1G02710	47
AT1G02720	233.50
AT1G02730	336.50
AT1G02740	270.50
AT1G02750	210.33
AT1G02760	0
AT1G02770	10
AT1G02780	7378.67
AT1G02790	0
AT1G02800	53
AT1G02810	20
AT1G02813	0
AT1G02816	477.50
AT1G02820	299
AT1G02830	0
AT1G02840	1285.50
AT1G02850	199.50
AT1G02860	184
AT1G02870	293.50
AT1G02880	534.83
AT1G02890	1204.50
AT1G02900	82.50
AT1G02910	1012.50
AT1G02920	4299.83
AT1G02930	6397.17
AT1G02940	19
AT1G02950	76.00
AT1G02952	56.00
AT1G02960	174.50
AT1G02965	0
AT1G02970	64
AT1G02980	0
AT1G02990	320.50
AT1G03000	505
AT1G03010	42
AT1G03020	34
AT1G03022	0
AT1G03030	457
AT1G03040	832.50
AT1G03050	5
AT1G03055	61.33
AT1G03060	1014.50
AT1G03070	8
AT1G03080	1347.50
AT1G03090	406.50
AT1G03100	52
AT1G03103	0
AT1G03106	0
AT1G03110	115
AT1G03120	3
AT1G03130	9591.33
AT1G03140	548
AT1G03150	293
AT1G03160	1193.50
AT1G03170	4
AT1G03180	20
AT1G03190	127
AT1G03200	7.50
AT1G03210	377.50
AT1G03220	2517.33
AT1G03230	875.50
AT1G03240	0
AT1G03250	493.50
AT1G03260	221
AT1G03270	39
AT1G03280	624.83
AT1G03290	954.58
AT1G03300	50
AT1G03310	1002.42
AT1G03320	1
AT1G03330	673.50
AT1G03340	65
AT1G03350	779
AT1G03360	92
AT1G03365	320.33
AT1G03370	1214
AT1G03380	791.33
AT1G03390	0
AT1G03400	1094.83
AT1G03410	691.50
AT1G03430	589.83
AT1G03440	451
AT1G03445	0.50
AT1G03457	84
AT1G03470	66.50
AT1G03475	5711.33
AT1G03490	0
AT1G03495	238.33
AT1G03502	9
AT1G03506	22
AT1G03510	18
AT1G03515	0
AT1G03520	184
AT1G03530	187
AT1G03540	21
AT1G03545	38.75
AT1G03550	59.25
AT1G03560	141.50
AT1G03570	0
AT1G03590	309.50
AT1G03600	8592.00
AT1G03610	513.50
AT1G03620	27
AT1G03630	3258
AT1G03640	0
AT1G03650	76.50
AT1G03660	11
AT1G03670	1
AT1G03680	10115.92
AT1G03687	206
AT1G03700	0
AT1G03710	6
AT1G03720	0
AT1G03730	255
AT1G03740	1088.50
AT1G03743	0
AT1G03746	0
AT1G03750	101
AT1G03760	94.50
AT1G03770	87.50
AT1G03780	110.50
AT1G03790	0
AT1G03800	5
AT1G03810	0
AT1G03820	159.33
AT1G03830	143
AT1G03840	5
AT1G03850	245.25
AT1G03860	1078
AT1G03870	2800.37
AT1G03880	0
AT1G03890	0
AT1G03900	2120.67
AT1G03905	59
AT1G03910	768.50
AT1G03920	5
AT1G03930	751
AT1G03935	42
AT1G03940	163
AT1G03950	308.00
AT1G03960	172.00
AT1G03970	275.17
AT1G03980	144.83
AT1G03982	0
AT1G03990	62
AT1G04000	339.50
AT1G04010	208
AT1G04020	200
AT1G04030	770.83
AT1G04040	3205.33
AT1G04050	51
AT1G04070	168.50
AT1G04080	1339.50
AT1G04090	9.50
AT1G04100	118.50
AT1G04110	60.83
AT1G04120	1056
AT1G04130	147.83
AT1G04140	1580.70
AT1G04150	0
AT1G04160	132
AT1G04170	1356
AT1G04171	0
AT1G04180	22
AT1G04190	564.50
AT1G04200	603.50
AT1G04210	701.50
AT1G04220	217.50
AT1G04230	185
AT1G04240	1237
AT1G04250	1923.83
AT1G04260	240
AT1G04270	6408.25
AT1G04280	521
AT1G04290	269.17
AT1G04295	264.17
AT1G04300	830.67
AT1G04310	190
AT1G04320	0.50
AT1G04330	10
AT1G04340	529.75
AT1G04350	1174.50
AT1G04360	42
AT1G04370	0
AT1G04380	0
AT1G04390	162
AT1G04400	2141.50
AT1G04410	13258.08
AT1G04420	2472.83
AT1G04425	30.50
AT1G04430	2646.83
AT1G04440	1511.40
AT1G04445	1
AT1G04450	0
AT1G04470	0
AT1G04480	2235
AT1G04490	14
AT1G04500	3
AT1G04501	0
AT1G04510	1012.50
AT1G04520	251.50
AT1G04530	1191.50
AT1G04540	57
AT1G04550	430
AT1G04555	170
AT1G04560	0
AT1G04570	44
AT1G04580	2
AT1G04590	278
AT1G04600	32
AT1G04610	20
AT1G04620	1074.50
AT1G04625	35.33
AT1G04630	566.33
AT1G04635	60
AT1G04640	1086.25
AT1G04645	0
AT1G04650	20.50
AT1G04660	18
AT1G04670	0
AT1G04680	2973.00
AT1G04684	0
AT1G04690	1595.50
AT1G04700	31.50
AT1G04710	500.50
AT1G04720	0
AT1G04730	62
AT1G04750	2301.75
AT1G04760	16
AT1G04770	342
AT1G04778	12
AT1G04780	855.67
AT1G04790	366.50
AT1G04800	1228.00
AT1G04810	897.50
AT1G04820	9094.08
AT1G04830	321
AT1G04840	25.50
AT1G04850	1297.50
AT1G04860	536.50
AT1G04870	516
AT1G04880	1
AT1G04890	0
AT1G04900	131
AT1G04910	605.33
AT1G04920	18
AT1G04930	60
AT1G04940	754.50
AT1G04945	846.50
AT1G04950	423
AT1G04960	449.50
AT1G04970	514.50
AT1G04980	402.83
AT1G04985	467.00
AT1G04990	946
AT1G05000	82.50
AT1G05010	9146.92
AT1G05020	83.50
AT1G05030	282.00
AT1G05040	0
AT1G05055	217
AT1G05060	391
AT1G05065	64
AT1G05070	374
AT1G05080	0
AT1G05085	0
AT1G05090	227.75
AT1G05100	15
AT1G05120	357
AT1G05136	11
AT1G05140	1589.50
AT1G05150	495
AT1G05160	170
AT1G05170	337
AT1G05180	661.83
AT1G05190	9544.00
AT1G05200	648.50
AT1G05205	254.50
AT1G05210	149.50
AT1G05220	41.67
AT1G05230	524.33
AT1G05240	0
AT1G05250	0
AT1G05260	26
AT1G05270	533
AT1G05280	0
AT1G05290	0
AT1G05291	0
AT1G05300	159
AT1G05310	62
AT1G05320	544.50
AT1G05330	0
AT1G05340	160.50
AT1G05350	549
AT1G05360	121.50
AT1G05370	34
AT1G05380	538.83
AT1G05385	449.50
AT1G05390	0
AT1G05400	13
AT1G05410	163
AT1G05420	19
AT1G05430	446.50
AT1G05440	13
AT1G05450	0
AT1G05460	158
AT1G05470	115
AT1G05490	19
AT1G05500	575.50
AT1G05510	0
AT1G05520	681.50
AT1G05530	0
AT1G05540	145.50
AT1G05550	4
AT1G05560	377.92
AT1G05562	360.42
AT1G05570	1228.50
AT1G05575	94.50
AT1G05577	0
AT1G05580	0.33
AT1G05590	305
AT1G05600	102
AT1G05610	7
AT1G05615	0
AT1G05620	380.17
AT1G05630	846.33
AT1G05640	62.50
AT1G05650	0
AT1G05660	0
AT1G05670	81.33
AT1G05675	163.50
AT1G05680	15
AT1G05690	104
AT1G05700	0
AT1G05710	188.83
AT1G05720	391.00
AT1G05730	170.50
AT1G05740	0
AT1G05750	129
AT1G05760	46.50
AT1G05770	9
AT1G05780	77.50
AT1G05785	130.50
AT1G05790	372
AT1G05800	0
AT1G05805	833
AT1G05810	418.50
AT1G05820	40
AT1G05830	362
AT1G05835	295.50
AT1G05840	485.00
AT1G05850	15768.49
AT1G05860	163
AT1G05870	361.67
AT1G05880	20.75
AT1G05890	1039.00
AT1G05894	3
AT1G05900	311.00
AT1G05910	445
AT1G05920	0
AT1G05925	0
AT1G05930	0
AT1G05940	1045.50
AT1G05950	75
AT1G05960	1084
AT1G05970	103.50
AT1G05980	0
AT1G05990	0
AT1G06000	919.21
AT1G06002	536.71
AT1G06010	237
AT1G06020	2
AT1G06030	0
AT1G06040	2642.08
AT1G06050	113
AT1G06060	430
AT1G06070	328.50
AT1G06080	186
AT1G06090	8
AT1G06100	112
AT1G06110	544.67
AT1G06120	0
AT1G06130	742.00
AT1G06135	0
AT1G06137	0.75
AT1G06140	18
AT1G06148	9.33
AT1G06149	210.83
AT1G06150	272.33
AT1G06160	198
AT1G06170	1
AT1G06180	135
AT1G06190	1071.42
AT1G06200	793.50
AT1G06210	425.50
AT1G06220	1036.50
AT1G06225	0
AT1G06230	685.17
AT1G06240	416
AT1G06250	15.50
AT1G06260	6.50
AT1G06265	32.50
AT1G06270	46.50
AT1G06280	0
AT1G06290	1116.33
AT1G06310	0
AT1G06320	0
AT1G06330	0
AT1G06340	4.50
AT1G06350	108.42
AT1G06360	566.08
AT1G06380	125.83
AT1G06390	1237.75
AT1G06400	768.50
AT1G06410	1825.50
AT1G06420	10.33
AT1G06430	1952.33
AT1G06440	30
AT1G06450	164.83
AT1G06460	4693.04
AT1G06470	540.50
AT1G06475	16.50
AT1G06480	0
AT1G06490	23.33
AT1G06500	180.50
AT1G06510	491
AT1G06515	382
AT1G06520	26.33
AT1G06530	772.33
AT1G06540	4
AT1G06550	340.00
AT1G06560	255.50
AT1G06570	701
AT1G06580	41
AT1G06590	114
AT1G06610	0
AT1G06620	227
AT1G06630	292
AT1G06640	2224.75
AT1G06645	289.50
AT1G06650	1455.50
AT1G06660	22
AT1G06670	532
AT1G06680	65051.44
AT1G06690	978.50
AT1G06700	1335.00
AT1G06710	79.50
AT1G06720	339.50
AT1G06730	257
AT1G06750	19.50
AT1G06760	2948.50
AT1G06770	142.33
AT1G06780	205.50
AT1G06790	189.83
AT1G06800	432.83
AT1G06810	0.50
AT1G06820	635.00
AT1G06830	319.50
AT1G06840	429
AT1G06850	249.50
AT1G06860	0
AT1G06870	397
AT1G06880	0
AT1G06890	1522.00
AT1G06900	568.50
AT1G06910	95
AT1G06920	2
AT1G06923	0
AT1G06925	0
AT1G06930	0
AT1G06950	2475.75
AT1G06960	266.25
AT1G06970	0
AT1G06980	29
AT1G06990	0
AT1G07000	1806
AT1G07010	1299.50
AT1G07020	385
AT1G07025	0
AT1G07030	479.75
AT1G07040	467
AT1G07050	1105.50
AT1G07051	0
AT1G07060	10
AT1G07070	181.50
AT1G07080	1940.75
AT1G07090	545
AT1G07100	0
AT1G07110	1960
AT1G07119	14
AT1G07120	20.00
AT1G07128	79.50
AT1G07130	82.50
AT1G07135	308.25
AT1G07140	3095.67
AT1G07150	57
AT1G07160	5
AT1G07170	376
AT1G07175	4
AT1G07180	492
AT1G07190	0
AT1G07200	634.50
AT1G07210	473.83
AT1G07220	378.50
AT1G07230	818.50
AT1G07240	1006
AT1G07250	1014.50
AT1G07260	49.50
AT1G07270	24
AT1G07280	3140.33
AT1G07290	17
AT1G07300	66
AT1G07310	703
AT1G07320	8018.00
AT1G07330	3
AT1G07340	0
AT1G07350	507.83
AT1G07360	716.50
AT1G07370	263.50
AT1G07380	142
AT1G07390	50.50
AT1G07400	32
AT1G07410	64
AT1G07420	828.50
AT1G07430	14
AT1G07440	1095.50
AT1G07450	18
AT1G07460	0
AT1G07470	453.75
AT1G07473	5
AT1G07476	7
AT1G07480	468.25
AT1G07485	68
AT1G07490	68
AT1G07500	5
AT1G07510	642
AT1G07520	173.50
AT1G07530	507.50
AT1G07540	0
AT1G07550	0
AT1G07560	0
AT1G07570	429.50
AT1G07580	0
AT1G07590	4670.83
AT1G07600	4006.17
AT1G07610	223
AT1G07615	103
AT1G07620	187.67
AT1G07630	561.17
AT1G07640	410
AT1G07645	0
AT1G07650	1791.92
AT1G07660	404.50
AT1G07670	869.50
AT1G07680	0
AT1G07690	0
AT1G07700	1284.50
AT1G07702	41
AT1G07705	411.83
AT1G07710	2
AT1G07720	2207.04
AT1G07725	163.17
AT1G07728	163.17
AT1G07730	26
AT1G07740	74.67
AT1G07745	89.67
AT1G07747	0
AT1G07750	447.67
AT1G07760	0
AT1G07770	4089.91
AT1G07780	591.67
AT1G07790	749.50
AT1G07795	0
AT1G07810	719.75
AT1G07820	1366.33
AT1G07830	218.33
AT1G07840	259.50
AT1G07850	1
AT1G07860	0
AT1G07870	165
AT1G07880	52.25
AT1G07885	4
AT1G07890	12331.42
AT1G07900	67
AT1G07901	74
AT1G07910	286.00
AT1G07920	9322.37
AT1G07930	8401.18
AT1G07940	7673.86
AT1G07950	396
AT1G07960	502.50
AT1G07970	165
AT1G07980	206
AT1G07985	5
AT1G07990	744.50
AT1G08000	252
AT1G08005	2
AT1G08010	361.50
AT1G08030	229
AT1G08032	0
AT1G08035	3
AT1G08040	410.50
AT1G08050	559.67
AT1G08060	345.50
AT1G08065	0
AT1G08070	34
AT1G08080	5.50
AT1G08090	13
AT1G08100	0
AT1G08110	1530.83
AT1G08115	0
AT1G08120	3
AT1G08125	202.50
AT1G08130	378.50
AT1G08135	0
AT1G08140	0
AT1G08150	1
AT1G08160	69.50
AT1G08165	29
AT1G08170	0
AT1G08180	193
AT1G08190	1759.00
AT1G08200	4506.83
AT1G08210	407
AT1G08220	90.83
AT1G08230	216.50
AT1G08240	0
AT1G08250	383.50
AT1G08260	229.67
AT1G08270	29.83
AT1G08280	95.50
AT1G08290	47
AT1G08300	36
AT1G08310	16
AT1G08315	295.50
AT1G08320	0
AT1G08340	17.50
AT1G08350	174.50
AT1G08360	2725
AT1G08370	544
AT1G08380	34073.48
AT1G08390	114
AT1G08400	68.50
AT1G08410	218.17
AT1G08420	1270
AT1G08430	0
AT1G08440	5
AT1G08450	5904.08
AT1G08460	571
AT1G08465	374.50
AT1G08470	460
AT1G08480	1263.50
AT1G08490	1011.50
AT1G08500	153.50
AT1G08510	3278.42
AT1G08520	4066.00
AT1G08530	399.50
AT1G08540	1886.50
AT1G08550	1816.50
AT1G08560	276.50
AT1G08570	2362
AT1G08580	594.50
AT1G08590	49
AT1G08592	30
AT1G08600	337.50
AT1G08610	73
AT1G08620	404
AT1G08630	19
AT1G08640	2049.50
AT1G08650	1829.50
AT1G08660	376.83
AT1G08670	0
AT1G08680	663.00
AT1G08695	0
AT1G08700	559
AT1G08710	148
AT1G08720	564
AT1G08730	6
AT1G08750	245
AT1G08760	288
AT1G08770	502
AT1G08780	221.50
AT1G08790	0
AT1G08800	527
AT1G08810	160
AT1G08820	616.50
AT1G08830	5545.83
AT1G08840	519.17
AT1G08845	107
AT1G08860	4.50
AT1G08870	0
AT1G08880	2575.50
AT1G08890	445
AT1G08900	594
AT1G08910	245.33
AT1G08920	231
AT1G08930	5623.83
AT1G08940	95
AT1G08950	0
AT1G08960	255.50
AT1G08970	834.67
AT1G08980	1996.50
AT1G08985	0
AT1G08990	0
AT1G09000	55
AT1G09010	977.50
AT1G09020	1097.00
AT1G09026	0
AT1G09030	0
AT1G09040	73
AT1G09050	85.50
AT1G09060	612.33
AT1G09070	6839.42
AT1G09080	195.50
AT1G09090	6
AT1G09100	448.25
AT1G09110	0
AT1G09130	3304.00
AT1G09140	797.50
AT1G09150	600
AT1G09155	2.50
AT1G09157	2
AT1G09160	543.50
AT1G09170	20
AT1G09176	0
AT1G09180	29.50
AT1G09190	63
AT1G09195	109
AT1G09200	1739
AT1G09210	2690.17
AT1G09220	32.50
AT1G09230	171
AT1G09240	14
AT1G09245	0.33
AT1G09250	789.83
AT1G09260	0
AT1G09270	1130.50
AT1G09280	257.50
AT1G09290	178
AT1G09300	183
AT1G09310	18107.92
AT1G09320	95.50
AT1G09330	778
AT1G09340	15029.61
AT1G09350	28
AT1G09360	0
AT1G09370	6
AT1G09380	0
AT1G09390	193
AT1G09400	9
AT1G09410	17
AT1G09415	252
AT1G09420	50.50
AT1G09421	20.50
AT1G09430	1621.50
AT1G09440	137.50
AT1G09450	28
AT1G09460	38.50
AT1G09470	67.50
AT1G09480	50.50
AT1G09483	0
AT1G09490	1024.50
AT1G09500	54.50
AT1G09510	1.50
AT1G09520	274
AT1G09530	249
AT1G09540	20
AT1G09550	0
AT1G09560	2019.00
AT1G09570	1174.17
AT1G09575	67
AT1G09580	183
AT1G09590	2457
AT1G09600	3
AT1G09610	26.50
AT1G09620	2134
AT1G09625	0
AT1G09630	377
AT1G09640	3679.00
AT1G09645	537.67
AT1G09650	6
AT1G09660	667.50
AT1G09665	1
AT1G09680	45
AT1G09690	3784.50
AT1G09700	201.00
AT1G09710	72
AT1G09720	0
AT1G09730	491
AT1G09740	355.33
AT1G09750	4728.00
AT1G09760	567.33
AT1G09770	1250.92
AT1G09780	2754.83
AT1G09790	0
AT1G09794	86
AT1G09795	2083.92
AT1G09800	51.50
AT1G09810	149.50
AT1G09812	37.50
AT1G09815	305.50
AT1G09820	71
AT1G09830	868.50
AT1G09840	666.92
AT1G09850	691.33
AT1G09860	23.25
AT1G09870	414
AT1G09880	5
AT1G09890	10
AT1G09900	299.50
AT1G09910	327.50
AT1G09920	732.50
AT1G09930	3
AT1G09932	755.50
AT1G09935	5
AT1G09940	512.17
AT1G09950	38.50
AT1G09960	51
AT1G09970	4369.83
AT1G09980	520.75
AT1G09995	98.50
AT1G10000	40
AT1G10010	0
AT1G10020	957.00
AT1G10030	277.50
AT1G10040	43.50
AT1G10050	349
AT1G10060	180
AT1G10070	121
AT1G10090	957
AT1G10095	106
AT1G10100	0
AT1G10110	8
AT1G10120	258.17
AT1G10130	732.00
AT1G10140	165
AT1G10150	549.50
AT1G10155	8
AT1G10170	796
AT1G10180	290.50
AT1G10190	0
AT1G10200	2440.17
AT1G10210	261
AT1G10220	1
AT1G10230	210.50
AT1G10240	137
AT1G10250	0
AT1G10270	205
AT1G10280	110
AT1G10290	1642.83
AT1G10300	1
AT1G10310	502
AT1G10320	130
AT1G10330	37
AT1G10340	483.50
AT1G10350	371.00
AT1G10360	1143
AT1G10370	328.50
AT1G10380	81
AT1G10385	0.50
AT1G10390	1298.50
AT1G10400	0
AT1G10410	693
AT1G10417	30
AT1G10430	645
AT1G10440	0
AT1G10450	352
AT1G10455	0
AT1G10460	35
AT1G10470	3001.50
AT1G10480	2
AT1G10490	719.67
AT1G10500	1479.17
AT1G10510	796.83
AT1G10520	13
AT1G10522	585.75
AT1G10530	8
AT1G10540	10
AT1G10550	57
AT1G10560	34
AT1G10570	247
AT1G10580	446
AT1G10585	10
AT1G10586	0
AT1G10588	0
AT1G10590	1859
AT1G10600	360
AT1G10610	67.50
AT1G10620	0
AT1G10630	1421.00
AT1G10640	293
AT1G10650	314
AT1G10652	0
AT1G10657	138.50
AT1G10660	797.25
AT1G10670	3653.00
AT1G10680	0.33
AT1G10682	575.50
AT1G10690	119
AT1G10700	700.83
AT1G10710	2
AT1G10717	0
AT1G10720	443
AT1G10730	123.00
AT1G10740	813.50
AT1G10745	0
AT1G10747	0
AT1G10750	42
AT1G10760	6620.33
AT1G10770	21.50
AT1G10780	58.50
AT1G10790	11
AT1G10800	2
AT1G10810	2.50
AT1G10820	258.33
AT1G10830	803.50
AT1G10840	1860.33
AT1G10850	423.50
AT1G10865	423.00
AT1G10870	288.50
AT1G10880	0
AT1G10890	445.50
AT1G10900	463
AT1G10910	576.50
AT1G10920	227
AT1G10930	308
AT1G10940	1572
AT1G10950	2371
AT1G10960	8600.64
AT1G10970	87
AT1G10980	44
AT1G10990	196.50
AT1G11000	212.50
AT1G11010	0
AT1G11020	265
AT1G11030	0
AT1G11040	0
AT1G11050	365
AT1G11060	211
AT1G11070	6
AT1G11080	56.50
AT1G11090	289
AT1G11100	13
AT1G11110	0
AT1G11112	32
AT1G11120	72.50
AT1G11125	30
AT1G11130	324.50
AT1G11145	0
AT1G11160	31
AT1G11170	81
AT1G11175	277.42
AT1G11180	297.25
AT1G11185	5
AT1G11190	70
AT1G11200	552
AT1G11210	461
AT1G11220	50
AT1G11230	0
AT1G11240	331
AT1G11250	3
AT1G11260	2712.50
AT1G11270	63.50
AT1G11280	310.50
AT1G11290	113.50
AT1G11300	283
AT1G11310	4367.50
AT1G11320	69.50
AT1G11330	1447.50
AT1G11340	39.50
AT1G11350	822.50
AT1G11360	516.50
AT1G11362	4
AT1G11370	0
AT1G11380	157
AT1G11390	268.50
AT1G11400	269.50
AT1G11410	374.50
AT1G11420	49.50
AT1G11430	2516.50
AT1G11440	246
AT1G11450	33.50
AT1G11460	3
AT1G11470	0
AT1G11475	544.50
AT1G11480	896.50
AT1G11490	0
AT1G11500	3.33
AT1G11510	0
AT1G11520	0
AT1G11530	1042.33
AT1G11540	17
AT1G11545	866
AT1G11550	0
AT1G11560	0
AT1G11570	11
AT1G11572	0
AT1G11580	405
AT1G11590	0
AT1G11592	166.50
AT1G11593	0
AT1G11600	228.33
AT1G11608	0
AT1G11610	0
AT1G11620	0
AT1G11630	141
AT1G11640	0.50
AT1G11650	4898.08
AT1G11655	0
AT1G11660	640.50
AT1G11670	221
AT1G11680	1552.50
AT1G11684	0
AT1G11690	0
AT1G11700	437.50
AT1G11710	55
AT1G11720	873.83
AT1G11730	37
AT1G11735	23
AT1G11740	95
AT1G11750	2580.58
AT1G11755	239
AT1G11760	97.67
AT1G11765	0
AT1G11770	2.50
AT1G11780	316.50
AT1G11785	31.50
AT1G11790	681.50
AT1G11800	177.50
AT1G11810	5
AT1G11820	830.50
AT1G11840	3658.50
AT1G11850	299
AT1G11860	21747.17
AT1G11870	592
AT1G11880	118.50
AT1G11890	1437.75
AT1G11900	42
AT1G11905	327.50
AT1G11910	7962.92
AT1G11915	5
AT1G11920	0
AT1G11925	1
AT1G11930	939
AT1G11940	109.50
AT1G11950	158
AT1G11960	848.50
AT1G11970	0
AT1G11980	0
AT1G11990	22
AT1G12000	1065
AT1G12010	62
AT1G12013	2
AT1G12015	2
AT1G12020	263.50
AT1G12030	1
AT1G12040	0
AT1G12050	982.50
AT1G12060	95.50
AT1G12064	0
AT1G12070	1
AT1G12080	853.33
AT1G12090	19568.33
AT1G12100	6
AT1G12110	3534.83
AT1G12120	1011.25
AT1G12130	1
AT1G12140	837.33
AT1G12150	11.83
AT1G12160	36.50
AT1G12170	0
AT1G12180	0
AT1G12190	0
AT1G12200	127.50
AT1G12210	84.50
AT1G12211	2
AT1G12220	254.50
AT1G12230	1278.33
AT1G12240	3196.75
AT1G12244	211
AT1G12250	1734.75
AT1G12260	29
AT1G12270	641
AT1G12280	268.50
AT1G12290	85
AT1G12294	1.50
AT1G12300	21
AT1G12310	1645.33
AT1G12320	155
AT1G12330	510
AT1G12340	0
AT1G12350	319.50
AT1G12360	1257.50
AT1G12370	63.50
AT1G12380	199.50
AT1G12390	285.50
AT1G12400	267.00
AT1G12410	3275
AT1G12411	0
AT1G12420	186
AT1G12423	0
AT1G12430	501
AT1G12440	1725.50
AT1G12450	218
AT1G12451	0
AT1G12460	255.50
AT1G12470	656
AT1G12480	68
AT1G12490	0
AT1G12500	1156
AT1G12510	0
AT1G12520	1571.50
AT1G12530	200
AT1G12540	0
AT1G12550	167
AT1G12560	0
AT1G12570	253.83
AT1G12580	741
AT1G12590	0
AT1G12600	2
AT1G12610	12
AT1G12620	90
AT1G12630	10
AT1G12640	736.08
AT1G12650	315
AT1G12660	0
AT1G12663	0
AT1G12665	0
AT1G12672	0
AT1G12680	316.33
AT1G12700	55
AT1G12710	404.00
AT1G12730	169.50
AT1G12740	0
AT1G12750	343
AT1G12760	1530.11
AT1G12770	905.33
AT1G12775	59
AT1G12780	879.00
AT1G12790	95.50
AT1G12800	2731.25
AT1G12805	14
AT1G12810	644.50
AT1G12820	974.50
AT1G12830	224.50
AT1G12840	3994.08
AT1G12845	374.50
AT1G12850	919.83
AT1G12855	2.67
AT1G12860	660.33
AT1G12870	0
AT1G12880	106
AT1G12890	0
AT1G12900	31298.53
AT1G12910	420.50
AT1G12920	1108.50
AT1G12930	361.50
AT1G12938	0
AT1G12940	31
AT1G12950	23.50
AT1G12960	0
AT1G12970	265
AT1G12980	0
AT1G12990	841.50
AT1G13000	596
AT1G13010	0
AT1G13020	703.50
AT1G13030	115.50
AT1G13040	35
AT1G13050	30
AT1G13060	1695.83
AT1G13080	420.50
AT1G13090	983.50
AT1G13100	307
AT1G13110	3092.83
AT1G13120	235.75
AT1G13130	7
AT1G13140	11
AT1G13150	21
AT1G13160	372.50
AT1G13170	417.75
AT1G13180	219
AT1G13190	712
AT1G13195	199.50
AT1G13200	0
AT1G13210	2784.25
AT1G13220	224.50
AT1G13230	11
AT1G13240	0
AT1G13245	1908
AT1G13250	577.50
AT1G13260	2720
