Geneid	/blue/jkim6/share/braskey/data/ref5/HISAT2/H551.sam
AT1G03930	914.33
AT1G03935	31
AT1G03940	221.50
AT1G03950	379
AT1G03960	197
AT1G03970	336.50
AT1G03980	209
AT1G03982	0
AT1G03990	41
AT1G04000	336
AT1G04010	232.33
AT1G04020	244.33
AT1G04030	393.25
AT1G04040	1305.75
AT1G04050	26
AT1G04070	113
AT1G04080	1774.00
AT1G04090	4
AT1G04100	88
AT1G04110	126
AT1G04120	1275.11
AT1G04130	166
AT1G04140	1896.50
AT1G04150	2
AT1G04160	185
AT1G04170	1784
AT1G04171	0
AT1G04180	0
AT1G04190	647.00
AT1G04200	966
AT1G04210	901.50
AT1G04220	48.50
AT1G04230	205
AT1G04240	507
AT1G04250	536.50
AT1G04260	273
AT1G04270	4920.83
AT1G04280	661.50
AT1G04290	190.83
AT1G04295	188.83
AT1G04300	1095
AT1G04310	181
AT1G04320	0
AT1G04330	3
AT1G04340	378
AT1G04350	1167.50
AT1G04360	30
AT1G04370	9
AT1G04380	0
AT1G04390	210
AT1G04400	2516.50
AT1G04410	15042.33
AT1G04420	3043.50
AT1G04425	50
AT1G04430	2421
AT1G04440	2014
AT1G04445	1
AT1G04450	0
AT1G04470	0
AT1G04480	2131.50
AT1G04490	28.50
AT1G04500	3
AT1G04501	0
AT1G04510	1295
AT1G04520	249.50
AT1G04530	1590.50
AT1G04540	56
AT1G04550	323
AT1G04555	168
AT1G04560	0
AT1G04570	39
AT1G04580	5
AT1G04590	336
AT1G04600	72.00
AT1G04610	0
AT1G04620	881.50
AT1G04625	51.17
AT1G04630	556.00
AT1G04635	29
AT1G04640	945.50
AT1G04645	1
AT1G04650	21
AT1G04660	3
AT1G04670	0
AT1G04680	1742.00
AT1G04684	0
AT1G04690	2017
AT1G04700	30
AT1G04710	509
AT1G04720	0
AT1G04730	139
AT1G04750	2068
AT1G04760	55
AT1G04770	578
AT1G04778	3
AT1G04780	1084.50
AT1G04790	451.50
AT1G04800	990
AT1G04810	1305.50
AT1G04820	6492.33
AT1G04830	337
AT1G04840	27
AT1G04850	1952.50
AT1G04860	714.50
AT1G04870	623.50
AT1G04880	3
AT1G04890	0
AT1G04900	223
AT1G04910	793
AT1G04920	38
AT1G04930	93
AT1G04940	768.83
AT1G04945	853.83
AT1G04950	414.50
AT1G04960	649.33
AT1G04970	701.50
AT1G04980	1259.50
AT1G04985	478.00
AT1G04990	1428
AT1G05000	146.50
AT1G05010	11699.58
AT1G05020	101
AT1G05030	329
AT1G05040	3
AT1G05055	188
AT1G05060	367.50
AT1G05065	55
AT1G05070	360.00
AT1G05080	0
AT1G05085	2
AT1G05090	309.50
AT1G05100	15.50
AT1G05120	362.50
AT1G05136	9
AT1G05140	1522
AT1G05150	671
AT1G05160	197
AT1G05170	452
AT1G05180	1000
AT1G05190	9864.00
AT1G05200	901.50
AT1G05205	188
AT1G05210	150
AT1G05220	47.67
AT1G05230	588.17
AT1G05240	1
AT1G05250	1
AT1G05260	9
AT1G05270	611.50
AT1G05280	0
AT1G05290	0
AT1G05291	0
AT1G05300	92
AT1G05310	30
AT1G05320	452
AT1G05330	1
AT1G05340	372
AT1G05350	819
AT1G05360	256
AT1G05370	22
AT1G05380	620.50
AT1G05385	373
AT1G05390	0
AT1G05400	21
AT1G05410	233
AT1G05420	7
AT1G05430	567
AT1G05440	35
AT1G05450	5.50
AT1G05460	191
AT1G05470	130
AT1G05490	4
AT1G05500	940
AT1G05510	1.50
AT1G05520	1014.50
AT1G05530	0
AT1G05540	128
AT1G05550	22
AT1G05560	537.50
AT1G05562	513.50
AT1G05570	1845.50
AT1G05575	50
AT1G05577	1
AT1G05580	0
AT1G05590	338
AT1G05600	125
AT1G05610	6
AT1G05615	0
AT1G05620	372
AT1G05630	904.50
AT1G05640	55.50
AT1G05650	0
AT1G05660	0
AT1G05670	119.50
AT1G05675	129
AT1G05680	5
AT1G05690	122
AT1G05700	0
AT1G05710	263.50
AT1G05720	358
AT1G05730	146
AT1G05740	0
AT1G05750	171
AT1G05760	28
AT1G05770	7
AT1G05780	77
AT1G05785	111
AT1G05790	405.50
AT1G05800	0
AT1G05805	761
AT1G05810	247.50
AT1G05820	17
AT1G05830	548
AT1G05835	144.67
AT1G05840	527.17
AT1G05850	10878.00
AT1G05860	159
AT1G05870	289.50
AT1G05880	64
AT1G05890	1419.50
AT1G05894	0
AT1G05900	447.50
AT1G05910	576.50
AT1G05920	0
AT1G05925	0
AT1G05930	0
AT1G05940	1001
AT1G05950	70.50
AT1G05960	1033.00
AT1G05970	95
AT1G05980	0
AT1G05990	0
AT1G06000	1228.50
AT1G06002	633.00
AT1G06010	196
AT1G06020	0
AT1G06030	0
AT1G06040	2886
AT1G06050	146
AT1G06060	391.50
AT1G06070	354.67
AT1G06080	62
AT1G06090	7
AT1G06100	143.83
AT1G06110	613.83
AT1G06120	0
AT1G06130	972.00
AT1G06135	5
AT1G06137	0
AT1G06140	20
AT1G06148	7
AT1G06149	281.67
AT1G06150	357.67
AT1G06160	51
AT1G06170	12
AT1G06180	231.50
AT1G06190	1535
AT1G06200	828
AT1G06210	544.67
AT1G06220	1320.33
AT1G06225	0
AT1G06230	857.50
AT1G06240	391.83
AT1G06250	39.50
AT1G06260	15.50
AT1G06265	36
AT1G06270	58
AT1G06280	0
AT1G06290	1507.67
AT1G06310	6.83
AT1G06320	0
AT1G06330	0
AT1G06340	0
AT1G06350	80
AT1G06360	1090.00
AT1G06380	164
AT1G06390	1399.50
AT1G06400	832.50
AT1G06410	2351.33
AT1G06420	13
AT1G06430	3313
AT1G06440	43
AT1G06450	166.50
AT1G06460	4146.67
AT1G06470	669
AT1G06475	26
AT1G06480	0
AT1G06490	35
AT1G06500	177
AT1G06510	672.33
AT1G06515	302
AT1G06520	23.50
AT1G06530	930
AT1G06540	2
AT1G06550	531
AT1G06560	235.50
AT1G06570	856
AT1G06580	69
AT1G06590	171.50
AT1G06610	0
AT1G06620	655.75
AT1G06630	351
AT1G06640	3324.75
AT1G06645	311.50
AT1G06650	1967.33
AT1G06660	45
AT1G06670	689.67
AT1G06680	56477.25
AT1G06690	773
AT1G06700	1486
AT1G06710	78
AT1G06720	436.50
AT1G06730	289.50
AT1G06750	36.50
AT1G06760	3110.17
AT1G06770	174.50
AT1G06780	263
AT1G06790	269
AT1G06800	331.50
AT1G06810	0
AT1G06820	729
AT1G06830	164.75
AT1G06840	392
AT1G06850	201.50
AT1G06860	0
AT1G06870	542
AT1G06880	0
AT1G06890	1677
AT1G06900	786.50
AT1G06910	84
AT1G06920	1
AT1G06923	0
AT1G06925	0
AT1G06930	0
AT1G06950	3770.00
AT1G06960	249.50
AT1G06970	0
AT1G06980	21
AT1G06990	0
AT1G07000	2079.50
AT1G07010	1336
AT1G07020	391.50
AT1G07025	0
AT1G07030	607
AT1G07040	967.33
AT1G07050	869.50
AT1G07051	0
AT1G07060	4
AT1G07070	139
AT1G07080	1876
AT1G07090	365
AT1G07100	0
AT1G07110	2152.00
AT1G07119	19
AT1G07120	22
AT1G07128	70.50
AT1G07130	84.50
AT1G07135	278
AT1G07140	3618
AT1G07150	57
AT1G07160	8
AT1G07170	316.50
AT1G07175	1
AT1G07180	613
AT1G07190	0
AT1G07200	689
AT1G07210	722.50
AT1G07220	515.50
AT1G07230	840
AT1G07240	646.50
AT1G07250	770.33
AT1G07260	59
AT1G07270	58
AT1G07280	2186
AT1G07290	12
AT1G07300	73
AT1G07310	682
AT1G07320	7714.33
AT1G07330	2
AT1G07340	0
AT1G07350	651.33
AT1G07360	870
AT1G07370	303
AT1G07380	214
AT1G07390	60.67
AT1G07400	86
AT1G07410	38
AT1G07420	669.50
AT1G07430	42
AT1G07440	846
AT1G07450	15
AT1G07460	0
AT1G07470	465.58
AT1G07473	6.50
AT1G07476	4.50
AT1G07480	498.75
AT1G07485	12
AT1G07490	12
AT1G07500	4
AT1G07510	736.33
AT1G07520	186.50
AT1G07530	668
AT1G07540	0
AT1G07550	0.33
AT1G07560	0.50
AT1G07570	237
AT1G07580	0
AT1G07590	3639.50
AT1G07600	3064.17
AT1G07610	251.50
AT1G07615	136.50
AT1G07620	406.50
AT1G07630	766.50
AT1G07640	657.50
AT1G07645	0
AT1G07650	1888.67
AT1G07660	360
AT1G07670	1458.75
AT1G07680	0
AT1G07690	0
AT1G07700	1455.00
AT1G07702	34
AT1G07705	537.50
AT1G07710	12.83
AT1G07720	1398.50
AT1G07725	178
AT1G07728	178
AT1G07730	35
AT1G07740	87
AT1G07745	107.50
AT1G07747	0.50
AT1G07750	463.50
AT1G07760	0
AT1G07770	3396.25
AT1G07780	516.17
AT1G07790	705.50
AT1G07795	0
AT1G07810	823.50
AT1G07820	1098
AT1G07830	327
AT1G07840	295
AT1G07850	3
AT1G07860	0
AT1G07870	422
AT1G07880	98.50
AT1G07885	7
AT1G07890	14767.67
AT1G07900	120
AT1G07901	40
AT1G07910	356
AT1G07920	9050.16
AT1G07930	8188.28
AT1G07940	6890.16
AT1G07950	282
AT1G07960	551.50
AT1G07970	180.50
AT1G07980	219
AT1G07985	6
AT1G07990	982.75
AT1G08000	208.50
AT1G08005	4
AT1G08010	309.50
AT1G08030	312
AT1G08032	0
AT1G08035	0
AT1G08040	449.83
AT1G08050	608.50
AT1G08060	459
AT1G08065	0
AT1G08070	39
AT1G08080	0
AT1G08090	7
AT1G08100	0
AT1G08110	1725.17
AT1G08115	1
AT1G08120	5
AT1G08125	203.50
AT1G08130	363
AT1G08135	0
AT1G08140	0
AT1G08150	0
AT1G08160	53.50
AT1G08165	14
AT1G08170	1
AT1G08180	82
AT1G08190	2145.50
AT1G08200	4441.75
AT1G08210	348.50
AT1G08220	122
AT1G08230	264
AT1G08240	0
AT1G08250	468.50
AT1G08260	261
AT1G08270	46.50
AT1G08280	88
AT1G08290	36
AT1G08300	74
AT1G08310	12
AT1G08315	263.50
AT1G08320	13
AT1G08340	26.50
AT1G08350	197.50
AT1G08360	3386.50
AT1G08370	640
AT1G08380	28365.90
AT1G08390	98.50
AT1G08400	107.50
AT1G08410	290
AT1G08420	1538.50
AT1G08430	0
AT1G08440	0
AT1G08450	8553.25
AT1G08460	600
AT1G08465	289
AT1G08470	423.17
AT1G08480	1193
AT1G08490	1035.50
AT1G08500	33
AT1G08510	2638.00
AT1G08520	4628.17
AT1G08530	371
AT1G08540	2089.50
AT1G08550	1777.50
AT1G08560	325.50
AT1G08570	1520.38
AT1G08580	606
AT1G08590	83.50
AT1G08592	36.50
AT1G08600	384
AT1G08610	81
AT1G08620	561.50
AT1G08630	18
AT1G08640	2204.17
AT1G08650	2225.50
AT1G08660	480
AT1G08670	0
AT1G08680	697.50
AT1G08695	0
AT1G08700	572
AT1G08710	165.50
AT1G08720	799
AT1G08730	11
AT1G08750	268
AT1G08760	305
AT1G08770	436.50
AT1G08780	255.50
AT1G08790	0
AT1G08800	459
AT1G08810	167
AT1G08820	850.00
AT1G08830	7328.50
AT1G08840	818.00
AT1G08845	122.50
AT1G08860	42
AT1G08870	0
AT1G08880	1604.50
AT1G08890	273.25
AT1G08900	632.75
AT1G08910	364.50
AT1G08920	505
AT1G08930	4535.75
AT1G08940	165
AT1G08950	0
AT1G08960	222.50
AT1G08970	915.50
AT1G08980	1687.42
AT1G08985	0
AT1G08990	0
AT1G09000	73
AT1G09010	1288
AT1G09020	1181.50
AT1G09026	0
AT1G09030	0
AT1G09040	61.50
AT1G09050	105.50
AT1G09060	795.00
AT1G09070	7449.33
AT1G09080	1338.75
AT1G09090	16.50
AT1G09100	729
AT1G09110	0
AT1G09130	3883.00
AT1G09140	1162.75
AT1G09150	572
AT1G09155	0
AT1G09157	1
AT1G09160	668.50
AT1G09170	45
AT1G09176	0
AT1G09180	59.50
AT1G09190	68.50
AT1G09195	184
AT1G09200	1716.25
AT1G09210	6481.42
AT1G09220	54
AT1G09230	193.50
AT1G09240	40
AT1G09245	0
AT1G09250	414
AT1G09260	0
AT1G09270	1158.50
AT1G09280	284
AT1G09290	172.83
AT1G09300	261.33
AT1G09310	9884.00
AT1G09320	128
AT1G09330	671
AT1G09340	14424.33
AT1G09350	19
AT1G09360	0
AT1G09370	2
AT1G09380	2
AT1G09390	229.11
AT1G09400	14.11
AT1G09410	20
AT1G09415	206
AT1G09420	49
AT1G09421	20
AT1G09430	2327.00
AT1G09440	164.50
AT1G09450	59.67
AT1G09460	21
AT1G09470	64.50
AT1G09480	41.17
AT1G09483	1
AT1G09490	651.42
AT1G09500	125.50
AT1G09510	0
AT1G09520	367.50
AT1G09530	322.50
AT1G09540	2
AT1G09550	0
AT1G09560	2787.67
AT1G09570	1016
AT1G09575	57
AT1G09580	225
AT1G09590	3092.50
AT1G09600	10
AT1G09610	24
AT1G09620	2385.42
AT1G09625	0
AT1G09630	367
AT1G09640	4495
AT1G09645	423.50
AT1G09650	3
AT1G09660	594.50
AT1G09665	0
AT1G09680	65
AT1G09690	4726.50
AT1G09700	259.00
AT1G09710	105
AT1G09720	0
AT1G09730	647
AT1G09740	301.83
AT1G09750	2918
AT1G09760	756.50
AT1G09770	1442
AT1G09780	2829
AT1G09790	0
AT1G09794	67
AT1G09795	1883.67
AT1G09800	84.50
AT1G09810	203
AT1G09812	23
AT1G09815	310
AT1G09820	78.50
AT1G09830	904
AT1G09840	957.17
AT1G09850	747
AT1G09860	34.50
AT1G09870	574
AT1G09880	4
AT1G09890	21
AT1G09900	356
AT1G09910	379
AT1G09920	702
AT1G09930	28.50
AT1G09932	1608.00
AT1G09935	31
AT1G09940	714
AT1G09950	50
AT1G09960	62
AT1G09970	5913.92
AT1G09980	688.83
AT1G09995	140
AT1G10000	33
AT1G10010	0
AT1G10020	751.50
AT1G10030	154
AT1G10040	166
AT1G10050	496
AT1G10060	182
AT1G10070	167.50
AT1G10090	1064
AT1G10095	104.50
AT1G10100	0
AT1G10110	5.50
AT1G10120	320
AT1G10130	853.00
AT1G10140	235
AT1G10150	361
AT1G10155	9.50
AT1G10170	993
AT1G10180	314
AT1G10190	0
AT1G10200	1507
AT1G10210	218
AT1G10220	11
AT1G10230	146
AT1G10240	179
AT1G10250	0
AT1G10270	247.50
AT1G10280	216
AT1G10290	2521.83
AT1G10300	0
AT1G10310	560
AT1G10320	164.50
AT1G10330	25.50
AT1G10340	619.50
AT1G10350	411.61
AT1G10360	884.00
AT1G10370	444
AT1G10380	96
AT1G10385	0
AT1G10390	1635
AT1G10400	0
AT1G10410	1132.50
AT1G10417	50
AT1G10430	664.67
AT1G10440	0
AT1G10450	360.50
AT1G10455	0
AT1G10460	28
AT1G10470	3046.33
AT1G10480	2.50
AT1G10490	909.83
AT1G10500	1456.83
AT1G10510	1137.00
AT1G10520	31
AT1G10522	673
AT1G10530	20
AT1G10540	8
AT1G10550	28
AT1G10560	25
AT1G10570	407
AT1G10580	600
AT1G10585	78
AT1G10586	0
AT1G10588	0
AT1G10590	1891.50
AT1G10600	360.67
AT1G10610	112
AT1G10620	0
AT1G10630	1439.50
AT1G10640	139
AT1G10650	309
AT1G10652	0
AT1G10657	88
AT1G10660	781.83
AT1G10670	4166.75
AT1G10680	0
AT1G10682	129.50
AT1G10690	72.33
AT1G10700	795.50
AT1G10710	6
AT1G10717	0
AT1G10720	545
AT1G10730	166.50
AT1G10740	583.00
AT1G10745	0
AT1G10747	0.33
AT1G10750	20.33
AT1G10760	6701.00
AT1G10770	3
AT1G10780	84
AT1G10790	11
AT1G10800	7
AT1G10810	3
AT1G10820	328.50
AT1G10830	798.00
AT1G10840	1760.25
AT1G10850	304.50
AT1G10865	394.00
AT1G10870	302.50
AT1G10880	0
AT1G10890	655.50
AT1G10900	656.50
AT1G10910	699.50
AT1G10920	252
AT1G10930	360.50
AT1G10940	1997
AT1G10950	2303.50
AT1G10960	7470.33
AT1G10970	73.50
AT1G10980	5
AT1G10990	123.50
AT1G11000	126
AT1G11010	0
AT1G11020	244
AT1G11030	0
AT1G11040	0
AT1G11050	395
AT1G11060	248
AT1G11070	9
AT1G11080	50
AT1G11090	261.50
AT1G11100	35
AT1G11110	6
AT1G11112	8
AT1G11120	34
AT1G11125	8
AT1G11130	272.50
AT1G11145	0
AT1G11160	16
AT1G11170	95
AT1G11175	169
AT1G11180	262
AT1G11185	1
AT1G11190	35.50
AT1G11200	429
AT1G11210	284
AT1G11220	42
AT1G11230	0
AT1G11240	374
AT1G11250	0
AT1G11260	1704.50
AT1G11270	85
AT1G11280	223
AT1G11290	138
AT1G11300	418.50
AT1G11310	5508.33
AT1G11320	115
AT1G11330	2030.00
AT1G11340	47
AT1G11350	834.00
AT1G11360	481
AT1G11362	4
AT1G11370	0
AT1G11380	107
AT1G11390	384.50
AT1G11400	306
AT1G11410	358.50
AT1G11420	24
AT1G11430	2731.08
AT1G11440	296
AT1G11450	37
AT1G11460	0
AT1G11470	0
AT1G11475	487
AT1G11480	1145
AT1G11490	5
AT1G11500	7
AT1G11510	0
AT1G11520	0
AT1G11530	489
AT1G11540	15.50
AT1G11545	281
AT1G11550	0
AT1G11560	0
AT1G11570	13.33
AT1G11572	0
AT1G11580	1801
AT1G11590	0.25
AT1G11592	131.25
AT1G11593	0
AT1G11600	189.50
AT1G11608	0
AT1G11610	3
AT1G11620	0
AT1G11630	239.50
AT1G11640	1.50
AT1G11650	4557.50
AT1G11655	0
AT1G11660	884
AT1G11670	269.50
AT1G11680	1322
AT1G11684	0
AT1G11690	0
AT1G11700	236
AT1G11710	36
AT1G11720	1406
AT1G11730	31.50
AT1G11735	5
AT1G11740	11
AT1G11750	2685.50
AT1G11755	283
AT1G11760	83
AT1G11765	0
AT1G11770	0
AT1G11780	367
AT1G11785	6
AT1G11790	855
AT1G11800	147.50
AT1G11810	7.50
AT1G11820	856.50
AT1G11840	6209.33
AT1G11850	335
AT1G11860	19576.17
AT1G11870	633
AT1G11880	152.25
AT1G11890	1535.50
AT1G11900	79
AT1G11905	306.50
AT1G11910	9991.08
AT1G11915	8
AT1G11920	0
AT1G11925	5
AT1G11930	1155
AT1G11940	174.50
AT1G11950	144
AT1G11960	1063
AT1G11970	0
AT1G11980	0
AT1G11990	51
AT1G12000	1477.33
AT1G12010	70
AT1G12013	0
AT1G12015	0
AT1G12020	206.50
AT1G12030	49
AT1G12040	0
AT1G12050	1093.50
AT1G12060	80
AT1G12064	0
AT1G12070	4
AT1G12080	215.67
AT1G12090	10337
AT1G12100	5
AT1G12110	1914.33
AT1G12120	1063.83
AT1G12130	0
AT1G12140	928.75
AT1G12150	14.50
AT1G12160	22
AT1G12170	0
AT1G12180	0
AT1G12190	0
AT1G12200	179
AT1G12210	158.50
AT1G12211	2.50
AT1G12220	316
AT1G12230	1487
AT1G12240	3603.50
AT1G12244	248.50
AT1G12250	1417.50
AT1G12260	15
AT1G12270	888.75
AT1G12280	233.50
AT1G12290	184
AT1G12294	0
AT1G12300	74
AT1G12310	1237.50
AT1G12320	144
AT1G12330	463
AT1G12340	8
AT1G12350	325.33
AT1G12360	1492.17
AT1G12370	101
AT1G12380	217.50
AT1G12390	247.50
AT1G12400	202.50
AT1G12410	3694
AT1G12411	0
AT1G12420	336
AT1G12423	0
AT1G12430	582.50
AT1G12440	1466.17
AT1G12450	176
AT1G12451	0
AT1G12460	340
AT1G12470	747.00
AT1G12480	106
AT1G12490	4
AT1G12500	936
AT1G12510	0
AT1G12520	1928.25
AT1G12530	243.67
AT1G12540	3
AT1G12550	129
AT1G12560	0
AT1G12570	114
AT1G12580	816
AT1G12590	0
AT1G12600	8
AT1G12610	3
AT1G12620	72.50
AT1G12630	1
AT1G12640	730
AT1G12650	320
AT1G12660	0
AT1G12663	0
AT1G12665	0
AT1G12672	8
AT1G12680	343
AT1G12700	56
AT1G12710	377.67
AT1G12730	140
AT1G12740	3
AT1G12750	517
AT1G12760	1270.33
AT1G12770	1238
AT1G12775	65
AT1G12780	889.17
AT1G12790	50.50
AT1G12800	3717.50
AT1G12805	11
AT1G12810	523
AT1G12820	918.17
AT1G12830	243.83
AT1G12840	3711.75
AT1G12845	180.50
AT1G12850	888.25
AT1G12855	1
AT1G12860	707
AT1G12870	0
AT1G12880	162
AT1G12890	0
AT1G12900	27181.25
AT1G12910	393
AT1G12920	1395
AT1G12930	411
AT1G12938	0
AT1G12940	9
AT1G12950	5
AT1G12960	0
AT1G12970	196.50
AT1G12980	6.50
AT1G12990	1024.50
AT1G13000	775.33
AT1G13010	0
AT1G13020	818
AT1G13030	119
AT1G13040	44
AT1G13050	69
AT1G13060	2426
AT1G13080	472.50
AT1G13090	1236.50
AT1G13100	220
AT1G13110	2803
AT1G13120	282
AT1G13130	3
AT1G13140	11
AT1G13150	20
AT1G13160	517.50
AT1G13170	546
AT1G13180	250
AT1G13190	805.50
AT1G13195	207
AT1G13200	0.83
AT1G13210	3230.83
AT1G13220	213.50
AT1G13230	1
AT1G13240	0
AT1G13245	628.50
AT1G13250	276.50
AT1G13260	1192.50
AT1G13270	2071.00
AT1G13280	1186.17
AT1G13290	0
AT1G13300	2
AT1G13310	26.50
AT1G13320	1287.00
AT1G13330	248.67
AT1G13340	1044.00
AT1G13350	502
AT1G13360	1180
AT1G13370	6
AT1G13380	506.50
AT1G13390	661.83
AT1G13400	1
AT1G13410	36
AT1G13420	5
AT1G13430	4
AT1G13440	16819.67
AT1G13448	29.50
AT1G13450	399.50
