Geneid	/blue/jkim6/share/braskey/data/ref5/HISAT2/Y62.sam
AT1G02813	0
AT1G02816	571
AT1G02820	157
AT1G02830	0
AT1G02840	1487.50
AT1G02850	155
AT1G02860	279
AT1G02870	348.50
AT1G02880	496
AT1G02890	1119.50
AT1G02900	119
AT1G02910	1054.25
AT1G02920	5687.25
AT1G02930	8517
AT1G02940	38
AT1G02950	89
AT1G02952	58
AT1G02960	179
AT1G02965	0
AT1G02970	74
AT1G02980	0
AT1G02990	262
AT1G03000	418
AT1G03010	87
AT1G03020	28
AT1G03022	0
AT1G03030	516.50
AT1G03040	959
AT1G03050	1.50
AT1G03055	72.50
AT1G03060	641
AT1G03070	0
AT1G03080	813
AT1G03090	416
AT1G03100	86
AT1G03103	0
AT1G03106	0
AT1G03110	113
AT1G03120	4
AT1G03130	7868
AT1G03140	726
AT1G03150	331
AT1G03160	1195
AT1G03170	7
AT1G03180	43
AT1G03190	169
AT1G03200	0
AT1G03210	455
AT1G03220	1824
AT1G03230	584.50
AT1G03240	0
AT1G03250	613
AT1G03260	177
AT1G03270	68
AT1G03280	624
AT1G03290	889
AT1G03300	63
AT1G03310	824
AT1G03320	0
AT1G03330	703
AT1G03340	109
AT1G03350	856.50
AT1G03360	91
AT1G03365	256
AT1G03370	872
AT1G03380	794
AT1G03390	0
AT1G03400	931
AT1G03410	753.33
AT1G03430	574.50
AT1G03440	403
AT1G03445	1
AT1G03457	110
AT1G03470	47
AT1G03475	5105.50
AT1G03490	0
AT1G03495	307.50
AT1G03502	8
AT1G03506	20.33
AT1G03510	22
AT1G03515	0
AT1G03520	180
AT1G03530	201
AT1G03540	13
AT1G03545	25
AT1G03550	29
AT1G03560	125
AT1G03570	0
AT1G03590	339
AT1G03600	8198.67
AT1G03610	500
AT1G03620	31
AT1G03630	3422.50
AT1G03640	0
AT1G03650	119
AT1G03660	56
AT1G03670	0
AT1G03680	10943.50
AT1G03687	263.00
AT1G03700	0
AT1G03710	10
AT1G03720	0
AT1G03730	380
AT1G03740	1018
AT1G03743	0
AT1G03746	0
AT1G03750	73
AT1G03760	123
AT1G03770	86
AT1G03780	74
AT1G03790	0
AT1G03800	12.50
AT1G03810	0
AT1G03820	203
AT1G03830	85
AT1G03840	6
AT1G03850	438
AT1G03860	1176
AT1G03870	3167
AT1G03880	0
AT1G03890	0
AT1G03900	2518
AT1G03905	48
AT1G03910	619
AT1G03920	7
AT1G03930	706.33
AT1G03935	127
AT1G03940	305
AT1G03950	430
AT1G03960	166
AT1G03970	322.67
AT1G03980	177.67
AT1G03982	0
AT1G03990	41
AT1G04000	385
AT1G04010	216.50
AT1G04020	164.33
AT1G04030	1123.50
AT1G04040	4533.50
AT1G04050	73
AT1G04070	289
AT1G04080	1291
AT1G04090	16
AT1G04100	134
AT1G04110	48
AT1G04120	855.33
AT1G04130	129.50
AT1G04140	1623.50
AT1G04150	0
AT1G04160	125
AT1G04170	1549.00
AT1G04171	0
AT1G04180	1
AT1G04190	593
AT1G04200	571.50
AT1G04210	590.50
AT1G04220	122
AT1G04230	203
AT1G04240	1764.50
AT1G04250	2442
AT1G04260	343
AT1G04270	8010.50
AT1G04280	706.50
AT1G04290	296.00
AT1G04295	281.00
AT1G04300	675.50
AT1G04310	226
AT1G04320	0
AT1G04330	13
AT1G04340	487
AT1G04350	1516.50
AT1G04360	43
AT1G04370	2
AT1G04380	0
AT1G04390	141
AT1G04400	2379.50
AT1G04410	14048.50
AT1G04420	2371.50
AT1G04425	82
AT1G04430	2641
AT1G04440	1491.50
AT1G04445	5
AT1G04450	0
AT1G04470	0.50
AT1G04480	3050
AT1G04490	17
AT1G04500	0
AT1G04501	0
AT1G04510	931
AT1G04520	302
AT1G04530	1187.50
AT1G04540	56
AT1G04550	509
AT1G04555	222
AT1G04560	0
AT1G04570	36
AT1G04580	0
AT1G04590	306
AT1G04600	49
AT1G04610	24
AT1G04620	1240.00
AT1G04625	63
AT1G04630	676.00
AT1G04635	53
AT1G04640	1318.00
AT1G04645	3
AT1G04650	26
AT1G04660	17
AT1G04670	0
AT1G04680	2658.50
AT1G04684	0
AT1G04690	1842
AT1G04700	23
AT1G04710	598
AT1G04720	0
AT1G04730	90
AT1G04750	2940.25
AT1G04760	41
AT1G04770	361
AT1G04778	11
AT1G04780	729.50
AT1G04790	346.50
AT1G04800	792.50
AT1G04810	1066.33
AT1G04820	8693.50
AT1G04830	292
AT1G04840	47
AT1G04850	1388
AT1G04860	398
AT1G04870	485
AT1G04880	5
AT1G04890	0
AT1G04900	128.50
AT1G04910	625
AT1G04920	36.50
AT1G04930	63
AT1G04940	829.83
AT1G04945	921.83
AT1G04950	366
AT1G04960	718.50
AT1G04970	632
AT1G04980	424.50
AT1G04985	479
AT1G04990	981.33
AT1G05000	100
AT1G05010	9418.17
AT1G05020	48
AT1G05030	203
AT1G05040	0
AT1G05055	181
AT1G05060	541
AT1G05065	49
AT1G05070	500
AT1G05080	0
AT1G05085	0
AT1G05090	270.50
AT1G05100	28
AT1G05120	295
AT1G05136	10
AT1G05140	1776
AT1G05150	676.50
AT1G05160	190
AT1G05170	302
AT1G05180	732
AT1G05190	10951.50
AT1G05200	602.50
AT1G05205	335.50
AT1G05210	166
AT1G05220	12.50
AT1G05230	580.50
AT1G05240	0
AT1G05250	0
AT1G05260	16
AT1G05270	549
AT1G05280	0
AT1G05290	0.50
AT1G05291	0
AT1G05300	201
AT1G05310	78
AT1G05320	455
AT1G05330	7
AT1G05340	215
AT1G05350	581.00
AT1G05360	111
AT1G05370	67
AT1G05380	609
AT1G05385	472
AT1G05390	0
AT1G05400	8
AT1G05410	244
AT1G05420	15
AT1G05430	612
AT1G05440	23
AT1G05450	2
AT1G05460	135
AT1G05470	111
AT1G05490	20
AT1G05500	649
AT1G05510	0.50
AT1G05520	690.50
AT1G05530	0
AT1G05540	107
AT1G05550	9
AT1G05560	386.50
AT1G05562	385.50
AT1G05570	1274
AT1G05575	81
AT1G05577	5
AT1G05580	0
AT1G05590	341
AT1G05600	137
AT1G05610	1
AT1G05615	0
AT1G05620	408
AT1G05630	637
AT1G05640	55
AT1G05650	0
AT1G05660	0
AT1G05670	97
AT1G05675	82.50
AT1G05680	27.50
AT1G05690	126
AT1G05700	0.50
AT1G05710	273
AT1G05720	508
AT1G05730	185
AT1G05740	0
AT1G05750	187.50
AT1G05760	52.50
AT1G05770	11
AT1G05780	135
AT1G05785	95
AT1G05790	345
AT1G05800	0
AT1G05805	826.50
AT1G05810	676.50
AT1G05820	45
AT1G05830	339
AT1G05835	312
AT1G05840	471
AT1G05850	18265.50
AT1G05860	239
AT1G05870	496.50
AT1G05880	24
AT1G05890	1116.50
AT1G05894	0
AT1G05900	296.00
AT1G05910	438
AT1G05920	0
AT1G05925	0
AT1G05930	0
AT1G05940	903
AT1G05950	41
AT1G05960	933.50
AT1G05970	106
AT1G05980	0
AT1G05990	0
AT1G06000	1008.50
AT1G06002	554.50
AT1G06010	257
AT1G06020	1
AT1G06030	4
AT1G06040	2328.50
AT1G06050	114
AT1G06060	611
AT1G06070	284
AT1G06080	174
AT1G06090	24
AT1G06100	178.50
AT1G06110	776.50
AT1G06120	0
AT1G06130	880
AT1G06135	0
AT1G06137	0
AT1G06140	23
AT1G06148	3
AT1G06149	180
AT1G06150	237
AT1G06160	188.50
AT1G06170	4
AT1G06180	238.50
AT1G06190	1048
AT1G06200	901.50
AT1G06210	422
AT1G06220	953
AT1G06225	0
AT1G06230	725.50
AT1G06240	465
AT1G06250	14
AT1G06260	11
AT1G06265	21
AT1G06270	39
AT1G06280	0
AT1G06290	1131
AT1G06310	0
AT1G06320	0
AT1G06330	0
AT1G06340	0
AT1G06350	157
AT1G06360	937
AT1G06380	119
AT1G06390	1434.50
AT1G06400	1366.50
AT1G06410	1689
AT1G06420	6
AT1G06430	2192
AT1G06440	49
AT1G06450	224.50
AT1G06460	5431.00
AT1G06470	652.33
AT1G06475	39
AT1G06480	0
AT1G06490	33
AT1G06500	292
AT1G06510	580
AT1G06515	444.50
AT1G06520	17
AT1G06530	932.50
AT1G06540	13
AT1G06550	422
AT1G06560	246
AT1G06570	541
AT1G06580	39
AT1G06590	119.50
AT1G06610	0
AT1G06620	177
AT1G06630	303
AT1G06640	2927.42
AT1G06645	362.75
AT1G06650	1757.50
AT1G06660	30.50
AT1G06670	493
AT1G06680	55327.00
AT1G06690	834.00
AT1G06700	1373.50
AT1G06710	48
AT1G06720	178.50
AT1G06730	270
AT1G06750	10
AT1G06760	3895.17
AT1G06770	129.50
AT1G06780	234
AT1G06790	297.50
AT1G06800	523.50
AT1G06810	0
AT1G06820	756.25
AT1G06830	265.50
AT1G06840	450
AT1G06850	235
AT1G06860	5
AT1G06870	420
AT1G06880	0
AT1G06890	1463.50
AT1G06900	593
AT1G06910	132
AT1G06920	0
AT1G06923	0
AT1G06925	0
AT1G06930	0
AT1G06950	2206
AT1G06960	303.00
AT1G06970	0
AT1G06980	82
AT1G06990	0
AT1G07000	1527
AT1G07010	1362.50
AT1G07020	506.50
AT1G07025	0
AT1G07030	458.50
AT1G07040	649
AT1G07050	1261.00
AT1G07051	0
AT1G07060	0
AT1G07070	178
AT1G07080	2070.00
AT1G07090	653.50
AT1G07100	0
AT1G07110	2001.00
AT1G07119	14.75
AT1G07120	21.75
AT1G07128	105.75
AT1G07130	113.75
AT1G07135	319.50
AT1G07140	3591.50
AT1G07150	66
AT1G07160	17
AT1G07170	490
AT1G07175	0
AT1G07180	467
AT1G07190	0
AT1G07200	739
AT1G07210	621.50
AT1G07220	352.50
AT1G07230	975
AT1G07240	1139.50
AT1G07250	989
AT1G07260	19.50
AT1G07270	43
AT1G07280	3398
AT1G07290	30
AT1G07300	94
AT1G07310	700
AT1G07320	8000.83
AT1G07330	7
AT1G07340	0
AT1G07350	548
AT1G07360	724.50
AT1G07370	384
AT1G07380	169
AT1G07390	39
AT1G07400	65
AT1G07410	108
AT1G07420	897
AT1G07430	3
AT1G07440	1308
AT1G07450	13.50
AT1G07460	0
AT1G07470	409.50
AT1G07473	0
AT1G07476	6.50
AT1G07480	536.50
AT1G07485	59.50
AT1G07490	59.50
AT1G07500	0
AT1G07510	657
AT1G07520	153
AT1G07530	593
AT1G07540	0
AT1G07550	0
AT1G07560	0
AT1G07570	313
AT1G07580	0
AT1G07590	5609.67
AT1G07600	4872.17
AT1G07610	206
AT1G07615	78
AT1G07620	190.50
AT1G07630	591
AT1G07640	434
AT1G07645	0
AT1G07650	1727
AT1G07660	407
AT1G07670	944
AT1G07680	0
AT1G07690	0
AT1G07700	1536.00
AT1G07702	57
AT1G07705	445
AT1G07710	3
AT1G07720	2176.50
AT1G07725	121.50
AT1G07728	121.50
AT1G07730	31.50
AT1G07740	81.50
AT1G07745	149
AT1G07747	0
AT1G07750	463
AT1G07760	0
AT1G07770	5181.16
AT1G07780	699.58
AT1G07790	951.50
AT1G07795	6
AT1G07810	796.50
AT1G07820	1629.50
AT1G07830	245
AT1G07840	311
AT1G07850	0
AT1G07860	0.50
AT1G07870	224.50
AT1G07880	74
AT1G07885	0
AT1G07890	15873.75
AT1G07900	63
AT1G07901	93
AT1G07910	178
AT1G07920	9514.84
AT1G07930	8272.04
AT1G07940	7641.77
AT1G07950	450
AT1G07960	507
AT1G07970	174
AT1G07980	202
AT1G07985	0
AT1G07990	608
AT1G08000	172
AT1G08005	13
AT1G08010	358
AT1G08030	212
AT1G08032	0
AT1G08035	2
AT1G08040	462.50
AT1G08050	533
AT1G08060	161
AT1G08065	0
AT1G08070	33
AT1G08080	9
AT1G08090	15
AT1G08100	0
AT1G08110	1748.00
AT1G08115	0
AT1G08120	1
AT1G08125	244.50
AT1G08130	270
AT1G08135	0
AT1G08140	0
AT1G08150	1
AT1G08160	67
AT1G08165	16
AT1G08170	0
AT1G08180	217
AT1G08190	1803
AT1G08200	4868.00
AT1G08210	326.50
AT1G08220	48
AT1G08230	273
AT1G08240	0
AT1G08250	532
AT1G08260	199.50
AT1G08270	30
AT1G08280	155
AT1G08290	58.00
AT1G08300	50
AT1G08310	15.50
AT1G08315	320.50
AT1G08320	24
AT1G08340	44.50
AT1G08350	181.50
AT1G08360	3547.50
AT1G08370	507.50
AT1G08380	30470.50
AT1G08390	121
AT1G08400	45
AT1G08410	241
AT1G08420	1246.50
AT1G08430	1.50
AT1G08440	0
AT1G08450	5718.50
AT1G08460	549
AT1G08465	538
AT1G08470	546.50
AT1G08480	1377.50
AT1G08490	1057.50
AT1G08500	146
AT1G08510	3792.00
AT1G08520	3834.50
AT1G08530	376
AT1G08540	1758
AT1G08550	1710.50
AT1G08560	254.83
AT1G08570	2891.50
AT1G08580	684.50
AT1G08590	46
AT1G08592	24
AT1G08600	287
AT1G08610	45
AT1G08620	375
AT1G08630	49.50
AT1G08640	1956
AT1G08650	1717
AT1G08660	555
AT1G08670	0
AT1G08680	675
AT1G08695	0
AT1G08700	695.50
AT1G08710	185
AT1G08720	587.50
AT1G08730	10
AT1G08750	302
AT1G08760	242.50
AT1G08770	629
AT1G08780	351
AT1G08790	0.50
AT1G08800	422
AT1G08810	119.67
AT1G08820	613
AT1G08830	8294.92
AT1G08840	721.00
AT1G08845	172
AT1G08860	17
AT1G08870	0
AT1G08880	2832.50
AT1G08890	543
AT1G08900	693.50
AT1G08910	181
AT1G08920	252
AT1G08930	6306.00
AT1G08940	95
AT1G08950	0
AT1G08960	261.50
AT1G08970	1214
AT1G08980	2067
AT1G08985	0
AT1G08990	1
AT1G09000	55.50
AT1G09010	977.50
AT1G09020	1051.00
AT1G09026	0
AT1G09030	0
AT1G09040	62
AT1G09050	53
AT1G09060	507
AT1G09070	5910.17
AT1G09080	261
AT1G09090	8.50
AT1G09100	396
AT1G09110	0
AT1G09130	3195
AT1G09140	900.50
AT1G09150	813
AT1G09155	0
AT1G09157	0
AT1G09160	634.50
AT1G09170	35
AT1G09176	0
AT1G09180	26
AT1G09190	83
AT1G09195	147
AT1G09200	1980
AT1G09210	2897.25
AT1G09220	28
AT1G09230	214
AT1G09240	84
AT1G09245	0
AT1G09250	955
AT1G09260	0
AT1G09270	1078.50
AT1G09280	197.50
AT1G09290	229.50
AT1G09300	148.50
AT1G09310	24026.50
AT1G09320	109
AT1G09330	1034
AT1G09340	16805.50
AT1G09350	82
AT1G09360	0
AT1G09370	2
AT1G09380	0
AT1G09390	214.50
AT1G09400	2.50
AT1G09410	19
AT1G09415	258.50
AT1G09420	75
AT1G09421	26.50
AT1G09430	1700.50
AT1G09440	135
AT1G09450	26
AT1G09460	48
AT1G09470	53
AT1G09480	81
AT1G09483	0
AT1G09490	1350
AT1G09500	98.50
AT1G09510	0
AT1G09520	392.50
AT1G09530	328
AT1G09540	19
AT1G09550	0
AT1G09560	2080
AT1G09570	1137.50
AT1G09575	108
AT1G09580	199
AT1G09590	3062.50
AT1G09600	8
AT1G09610	16
AT1G09620	1724
AT1G09625	0
AT1G09630	499
AT1G09640	4503.50
AT1G09645	620
AT1G09650	4
AT1G09660	664
AT1G09665	0
AT1G09680	44
AT1G09690	4742
AT1G09700	246.33
AT1G09710	126
AT1G09720	0
AT1G09730	524
AT1G09740	505.50
AT1G09750	4686
AT1G09760	768.50
AT1G09770	1069
AT1G09780	2666
AT1G09790	0
AT1G09794	79
AT1G09795	2178.50
AT1G09800	88.50
AT1G09810	153.50
AT1G09812	62
AT1G09815	323
AT1G09820	77
AT1G09830	851
AT1G09840	729
AT1G09850	719.50
AT1G09860	35.50
AT1G09870	464
AT1G09880	0
AT1G09890	11
AT1G09900	208.33
AT1G09910	262.33
AT1G09920	912
AT1G09930	8
AT1G09932	1077
AT1G09935	0
AT1G09940	479.50
AT1G09950	53
AT1G09960	80
AT1G09970	3713
AT1G09980	391
AT1G09995	99
AT1G10000	35
AT1G10010	0.50
AT1G10020	1140.67
AT1G10030	314
AT1G10040	70
AT1G10050	252
AT1G10060	178
AT1G10070	202
AT1G10090	898
AT1G10095	84
AT1G10100	0
AT1G10110	5.50
AT1G10120	267
AT1G10130	596.50
AT1G10140	315
AT1G10150	790.50
AT1G10155	16.50
AT1G10170	806.50
AT1G10180	207
AT1G10190	0
AT1G10200	2880.00
AT1G10210	308
AT1G10220	0
AT1G10230	171
AT1G10240	124
AT1G10250	0
AT1G10270	231.50
AT1G10280	121.50
AT1G10290	1636.00
AT1G10300	0
AT1G10310	559
AT1G10320	105
AT1G10330	26
AT1G10340	595
AT1G10350	582
AT1G10360	1323
AT1G10370	236
AT1G10380	78
AT1G10385	0
AT1G10390	1430
AT1G10400	0
AT1G10410	690
AT1G10417	17
AT1G10430	704
AT1G10440	0
AT1G10450	313
AT1G10455	0
AT1G10460	38
AT1G10470	3439
AT1G10480	8
AT1G10490	829.33
AT1G10500	1649.33
AT1G10510	767
AT1G10520	4
AT1G10522	689.50
AT1G10530	12
AT1G10540	19
AT1G10550	122
AT1G10560	34
AT1G10570	258
AT1G10580	484
AT1G10585	23
AT1G10586	0
AT1G10588	0
AT1G10590	2322
AT1G10600	458
AT1G10610	149
AT1G10620	0
AT1G10630	1407
AT1G10640	331
AT1G10650	493
AT1G10652	0
AT1G10657	185
AT1G10660	1157
AT1G10670	4352
AT1G10680	0
AT1G10682	898.50
AT1G10690	111
AT1G10700	710
AT1G10710	0
AT1G10717	0
AT1G10720	468
AT1G10730	174
AT1G10740	796.00
AT1G10745	0
AT1G10747	0
AT1G10750	23
AT1G10760	4725.75
AT1G10770	59
AT1G10780	55
AT1G10790	4
AT1G10800	11
AT1G10810	10
AT1G10820	267
AT1G10830	654.00
AT1G10840	2236
AT1G10850	433.50
AT1G10865	552.00
AT1G10870	289
AT1G10880	0
AT1G10890	441
AT1G10900	251
AT1G10910	646
AT1G10920	210
AT1G10930	182
AT1G10940	1711
AT1G10950	2408.50
AT1G10960	9185.83
AT1G10970	108
AT1G10980	77.50
AT1G10990	192
AT1G11000	291.50
AT1G11010	0
AT1G11020	417.50
AT1G11030	0
AT1G11040	0
AT1G11050	375
AT1G11060	233
AT1G11070	0
AT1G11080	93
AT1G11090	433.50
AT1G11100	23.50
AT1G11110	0
AT1G11112	46
AT1G11120	67
AT1G11125	31
AT1G11130	344
AT1G11145	0
AT1G11160	29
AT1G11170	89
AT1G11175	296
AT1G11180	346
AT1G11185	3
AT1G11190	63
AT1G11200	551
AT1G11210	442
AT1G11220	66
AT1G11230	0
AT1G11240	447.50
AT1G11250	0
AT1G11260	3011
AT1G11270	87.50
AT1G11280	290.50
AT1G11290	98
AT1G11300	307.50
AT1G11310	4672.00
AT1G11320	75
AT1G11330	1368.00
AT1G11340	39
AT1G11350	835.50
AT1G11360	625
AT1G11362	9
AT1G11370	0
AT1G11380	214
AT1G11390	284
AT1G11400	342
AT1G11410	361
AT1G11420	59
AT1G11430	2872
AT1G11440	274
AT1G11450	22
AT1G11460	0
AT1G11470	0
AT1G11475	519.50
AT1G11480	859
AT1G11490	11
AT1G11500	17
AT1G11510	0
AT1G11520	0
AT1G11530	1466
AT1G11540	32
AT1G11545	919.50
AT1G11550	0
AT1G11560	0
AT1G11570	6
AT1G11572	0
AT1G11580	463
AT1G11590	0.50
AT1G11592	233
AT1G11593	0
AT1G11600	247
AT1G11608	0
AT1G11610	0
AT1G11620	0
AT1G11630	163
AT1G11640	3.50
AT1G11650	4916.50
AT1G11655	0
AT1G11660	518
AT1G11670	213
AT1G11680	1676.50
AT1G11684	0
AT1G11690	0
AT1G11700	644
AT1G11710	58
AT1G11720	837
AT1G11730	35
AT1G11735	34
AT1G11740	100
AT1G11750	2576.50
AT1G11755	295.50
AT1G11760	134
AT1G11765	0.50
AT1G11770	0.50
AT1G11780	396.50
AT1G11785	26
AT1G11790	732
AT1G11800	196
AT1G11810	14
AT1G11820	1015.50
AT1G11840	4944.50
AT1G11850	348
AT1G11860	23511.17
AT1G11870	512
AT1G11880	117
AT1G11890	1639
AT1G11900	67
AT1G11905	337
AT1G11910	9215.50
AT1G11915	22
AT1G11920	0
AT1G11925	18
AT1G11930	1002.50
AT1G11940	136
AT1G11950	90
AT1G11960	755
AT1G11970	0
AT1G11980	0
AT1G11990	28.50
AT1G12000	1227
AT1G12010	100
AT1G12013	0
AT1G12015	0
AT1G12020	238
AT1G12030	5
AT1G12040	0
AT1G12050	1200.00
AT1G12060	125
AT1G12064	0
AT1G12070	3
AT1G12080	1198
AT1G12090	18564.58
AT1G12100	18
AT1G12110	4355.25
AT1G12120	1012
AT1G12130	1.75
AT1G12140	813.50
AT1G12150	15.50
AT1G12160	82.25
AT1G12170	0
AT1G12180	0
AT1G12190	0
AT1G12200	105.50
AT1G12210	63
AT1G12211	0
AT1G12220	219
AT1G12230	1308.00
AT1G12240	3136
AT1G12244	232
AT1G12250	2015.00
AT1G12260	45
AT1G12270	767.75
AT1G12280	183
AT1G12290	54
AT1G12294	0
AT1G12300	48
AT1G12310	2280
AT1G12320	229.67
AT1G12330	489
AT1G12340	13.25
AT1G12350	408
AT1G12360	976.50
AT1G12370	86
AT1G12380	217
AT1G12390	368.25
AT1G12400	403
AT1G12410	3717.00
AT1G12411	0
AT1G12420	181
AT1G12423	0
AT1G12430	384
AT1G12440	2280
AT1G12450	332
AT1G12451	0
AT1G12460	310
AT1G12470	456
AT1G12480	57
AT1G12490	0
AT1G12500	1083
AT1G12510	0
AT1G12520	1926.50
AT1G12530	262
AT1G12540	0
AT1G12550	213
AT1G12560	0
AT1G12570	250
AT1G12580	735
AT1G12590	0
AT1G12600	9
AT1G12610	18.33
AT1G12620	60
AT1G12630	0
AT1G12640	804
AT1G12650	321
AT1G12660	0
AT1G12663	0
AT1G12665	0
AT1G12672	0
AT1G12680	417
AT1G12700	85
AT1G12710	350
AT1G12730	208
AT1G12740	4
AT1G12750	428
AT1G12760	1732.50
AT1G12770	760.50
AT1G12775	54.50
AT1G12780	1099
AT1G12790	51
AT1G12800	2140.50
AT1G12805	69
AT1G12810	785
AT1G12820	1072.50
AT1G12830	302
AT1G12840	4679.00
AT1G12845	421
AT1G12850	939
AT1G12855	1
AT1G12860	599
AT1G12870	0
AT1G12880	114.50
AT1G12890	0
AT1G12900	31820.33
AT1G12910	611
AT1G12920	1169.50
AT1G12930	353
AT1G12938	0
AT1G12940	62
AT1G12950	22
AT1G12960	0
AT1G12970	229
AT1G12980	0
AT1G12990	763
AT1G13000	482
AT1G13010	0
AT1G13020	657
AT1G13030	87
AT1G13040	38
AT1G13050	9
AT1G13060	2202.50
AT1G13080	394.50
AT1G13090	1270
AT1G13100	331
AT1G13110	3538.50
AT1G13120	216.50
AT1G13130	4
AT1G13140	4
AT1G13150	4
AT1G13160	281
AT1G13170	391
AT1G13180	252
AT1G13190	856.50
AT1G13195	336.50
AT1G13200	0
AT1G13210	2123
AT1G13220	134
AT1G13230	0
AT1G13240	0
AT1G13245	2337.50
AT1G13250	640
AT1G13260	2686.50
AT1G13270	1957.50
AT1G13280	1958
AT1G13290	0
AT1G13300	19
AT1G13310	17
AT1G13320	1163.50
AT1G13330	102
AT1G13340	422.50
AT1G13350	274
AT1G13360	1282
AT1G13370	4
AT1G13380	708.50
AT1G13390	1008
AT1G13400	0
AT1G13410	21
AT1G13420	45
AT1G13430	69
AT1G13440	19542.67
AT1G13448	69
AT1G13450	459
AT1G13460	380
AT1G13470	1027.33
AT1G13480	0
AT1G13485	0
AT1G13490	0
AT1G13500	0
AT1G13510	3.33
AT1G13520	124
AT1G13530	17.50
AT1G13540	16.50
AT1G13550	28
AT1G13560	1404.50
AT1G13570	166
AT1G13580	177
AT1G13590	0
AT1G13600	12
AT1G13605	0
AT1G13607	0
AT1G13608	8
AT1G13609	219.50
AT1G13610	4
AT1G13620	0
AT1G13630	35
AT1G13635	6.50
AT1G13640	823.50
AT1G13650	57
AT1G13670	249
AT1G13680	4
AT1G13690	407.50
AT1G13700	193
AT1G13710	123.50
AT1G13720	0
AT1G13730	255
AT1G13740	149
AT1G13750	334
