Geneid	/blue/jkim6/share/braskey/data/ref5/HISAT2/WT1.sam
AT1G02560	7164.33
AT1G02570	0
AT1G02575	0
AT1G02580	0
AT1G02590	0
AT1G02600	0
AT1G02610	42
AT1G02620	3
AT1G02630	3
AT1G02640	330.50
AT1G02650	13
AT1G02660	240
AT1G02670	18
AT1G02680	187
AT1G02690	148
AT1G02700	64
AT1G02710	60
AT1G02720	243
AT1G02730	481.50
AT1G02740	207
AT1G02750	160
AT1G02760	0
AT1G02770	14
AT1G02780	10496.33
AT1G02790	0
AT1G02800	47
AT1G02810	8
AT1G02813	0
AT1G02816	393
AT1G02820	265.50
AT1G02830	0
AT1G02840	1360.50
AT1G02850	73
AT1G02860	192.50
AT1G02870	325.50
AT1G02880	412.50
AT1G02890	1158
AT1G02900	48
AT1G02910	1313.50
AT1G02920	2638.25
AT1G02930	3577.25
AT1G02940	0
AT1G02950	35.50
AT1G02952	21.50
AT1G02960	140.50
AT1G02965	0
AT1G02970	61
AT1G02980	0
AT1G02990	228
AT1G03000	460
AT1G03010	7
AT1G03020	9
AT1G03022	0
AT1G03030	304
AT1G03040	634.83
AT1G03050	2.50
AT1G03055	61.50
AT1G03060	746.50
AT1G03070	1
AT1G03080	747
AT1G03090	419.50
AT1G03100	55.50
AT1G03103	0
AT1G03106	0
AT1G03110	196
AT1G03120	5
AT1G03130	9027.50
AT1G03140	555.50
AT1G03150	238
AT1G03160	1261.00
AT1G03170	4
AT1G03180	42
AT1G03190	162
AT1G03200	6
AT1G03210	345
AT1G03220	2502.50
AT1G03230	884
AT1G03240	0
AT1G03250	467.00
AT1G03260	227
AT1G03270	84
AT1G03280	565
AT1G03290	616.50
AT1G03300	104
AT1G03310	1349.17
AT1G03320	14
AT1G03330	554
AT1G03340	86
AT1G03350	767.75
AT1G03360	73
AT1G03365	218
AT1G03370	1096.67
AT1G03380	595
AT1G03390	0
AT1G03400	722
AT1G03410	818
AT1G03430	328
AT1G03440	514
AT1G03445	2.50
AT1G03457	115
AT1G03470	61
AT1G03475	5951.50
AT1G03490	0
AT1G03495	158.50
AT1G03502	8.50
AT1G03506	7.50
AT1G03510	27
AT1G03515	0
AT1G03520	137
AT1G03530	163
AT1G03540	29.50
AT1G03545	28.50
AT1G03550	43
AT1G03560	98.50
AT1G03570	0
AT1G03590	221
AT1G03600	9968.33
AT1G03610	335
AT1G03620	15
AT1G03630	4259.50
AT1G03640	0
AT1G03650	110
AT1G03660	14
AT1G03670	0
AT1G03680	8959.83
AT1G03687	244.50
AT1G03700	0
AT1G03710	6
AT1G03720	0
AT1G03730	262
AT1G03740	917
AT1G03743	0
AT1G03746	1
AT1G03750	84
AT1G03760	86
AT1G03770	38.33
AT1G03780	92.50
AT1G03790	0
AT1G03800	6
AT1G03810	0
AT1G03820	137
AT1G03830	87
AT1G03840	20
AT1G03850	100
AT1G03860	1221.50
AT1G03870	3383.50
AT1G03880	0
AT1G03890	0.50
AT1G03900	1923
AT1G03905	56
AT1G03910	671.50
AT1G03920	8
AT1G03930	743.50
AT1G03935	55
AT1G03940	74.50
AT1G03950	249
AT1G03960	173
AT1G03970	254
AT1G03980	132
AT1G03982	0
AT1G03990	38
AT1G04000	244
AT1G04010	181.50
AT1G04020	183
AT1G04030	907.67
AT1G04040	3022.67
AT1G04050	35
AT1G04070	155
AT1G04080	1356.50
AT1G04090	14
AT1G04100	87
AT1G04110	180
AT1G04120	761
AT1G04130	140.50
AT1G04140	1633.50
AT1G04150	6
AT1G04160	138.83
AT1G04170	1587
AT1G04171	0
AT1G04180	4
AT1G04190	470.33
AT1G04200	484.50
AT1G04210	700.50
AT1G04220	62
AT1G04230	157
AT1G04240	874
AT1G04250	813.33
AT1G04260	271
AT1G04270	6796
AT1G04280	502
AT1G04290	293.50
AT1G04295	279.50
AT1G04300	636
AT1G04310	156.33
AT1G04320	0
AT1G04330	3
AT1G04340	555.00
AT1G04350	1088
AT1G04360	41
AT1G04370	0
AT1G04380	1
AT1G04390	163
AT1G04400	2110
AT1G04410	16837.33
AT1G04420	3318
AT1G04425	40
AT1G04430	2914
AT1G04440	1183.83
AT1G04445	0
AT1G04450	0
AT1G04470	1
AT1G04480	2975.50
AT1G04490	8
AT1G04500	3
AT1G04501	0
AT1G04510	953.00
AT1G04520	274
AT1G04530	1138
AT1G04540	56
AT1G04550	347
AT1G04555	123
AT1G04560	0
AT1G04570	14
AT1G04580	0
AT1G04590	321
AT1G04600	27.50
AT1G04610	1
AT1G04620	1140
AT1G04625	47
AT1G04630	650.50
AT1G04635	57.50
AT1G04640	1135.00
AT1G04645	2
AT1G04650	35
AT1G04660	46
AT1G04670	0
AT1G04680	2454.50
AT1G04684	0
AT1G04690	1980.50
AT1G04700	23
AT1G04710	594.67
AT1G04720	0
AT1G04730	83
AT1G04750	2351.50
AT1G04760	30
AT1G04770	351
AT1G04778	6
AT1G04780	616.83
AT1G04790	346.33
AT1G04800	2723.33
AT1G04810	944
AT1G04820	7184.25
AT1G04830	233.50
AT1G04840	19
AT1G04850	1256.00
AT1G04860	482
AT1G04870	465.83
AT1G04880	6
AT1G04890	0
AT1G04900	119
AT1G04910	537.50
AT1G04920	25
AT1G04930	120
AT1G04940	958.50
AT1G04945	1008.50
AT1G04950	311.50
AT1G04960	426
AT1G04970	478.50
AT1G04980	443.50
AT1G04985	431.33
AT1G04990	741
AT1G05000	40
AT1G05010	8720.17
AT1G05020	90
AT1G05030	280
AT1G05040	7
AT1G05055	223
AT1G05060	291
AT1G05065	39
AT1G05070	392
AT1G05080	0
AT1G05085	0
AT1G05090	186.75
AT1G05100	20
AT1G05120	259.50
AT1G05136	4
AT1G05140	1832.67
AT1G05150	691.17
AT1G05160	135
AT1G05170	274.50
AT1G05180	644
AT1G05190	12377.33
AT1G05200	717.50
AT1G05205	328
AT1G05210	174
AT1G05220	59.50
AT1G05230	533.50
AT1G05240	0
AT1G05250	0
AT1G05260	15
AT1G05270	559
AT1G05280	0
AT1G05290	0.50
AT1G05291	0
AT1G05300	156
AT1G05310	49
AT1G05320	398
AT1G05330	0
AT1G05340	48
AT1G05350	580.50
AT1G05360	205
AT1G05370	19
AT1G05380	574
AT1G05385	537.50
AT1G05390	0
AT1G05400	3.50
AT1G05410	188.50
AT1G05420	30
AT1G05430	541.50
AT1G05440	33
AT1G05450	0
AT1G05460	167
AT1G05470	131.50
AT1G05490	7
AT1G05500	738
AT1G05510	2
AT1G05520	689.50
AT1G05530	2
AT1G05540	143
AT1G05550	5
AT1G05560	354
AT1G05562	327
AT1G05570	962.50
AT1G05575	115
AT1G05577	0
AT1G05580	0
AT1G05590	264
AT1G05600	128.50
AT1G05610	13.50
AT1G05615	0
AT1G05620	353.25
AT1G05630	585
AT1G05640	39
AT1G05650	0
AT1G05660	0
AT1G05670	88
AT1G05675	190
AT1G05680	5
AT1G05690	59
AT1G05700	0
AT1G05710	188
AT1G05720	322.33
AT1G05730	121.33
AT1G05740	0
AT1G05750	150
AT1G05760	45
AT1G05770	14
AT1G05780	71
AT1G05785	129
AT1G05790	255.50
AT1G05800	0
AT1G05805	666
AT1G05810	370.50
AT1G05820	40
AT1G05830	346.50
AT1G05835	186
AT1G05840	324
AT1G05850	12402.67
AT1G05860	157
AT1G05870	355.33
AT1G05880	11
AT1G05890	772
AT1G05894	1
AT1G05900	272.00
AT1G05910	417
AT1G05920	0
AT1G05925	0
AT1G05930	0
AT1G05940	741.50
AT1G05950	70
AT1G05960	842
AT1G05970	113
AT1G05980	0
AT1G05990	0
AT1G06000	976.83
AT1G06002	464.83
AT1G06010	303
AT1G06020	3
AT1G06030	1
AT1G06040	2182.50
AT1G06050	119
AT1G06060	300.50
AT1G06070	291.50
AT1G06080	117
AT1G06090	17
AT1G06100	147.50
AT1G06110	621.50
AT1G06120	0
AT1G06130	651.50
AT1G06135	0
AT1G06137	0
AT1G06140	26
AT1G06148	1
AT1G06149	222.33
AT1G06150	281.33
AT1G06160	311
AT1G06170	7
AT1G06180	95
AT1G06190	1466
AT1G06200	897.50
AT1G06210	378
AT1G06220	1118.50
AT1G06225	0
AT1G06230	660
AT1G06240	368
AT1G06250	13.50
AT1G06260	13.50
AT1G06265	36
AT1G06270	101
AT1G06280	0
AT1G06290	1179.50
AT1G06310	0
AT1G06320	2
AT1G06330	0
AT1G06340	3
AT1G06350	53.25
AT1G06360	1418.25
AT1G06380	133
AT1G06390	1067.00
AT1G06400	745
AT1G06410	1938.50
AT1G06420	14
AT1G06430	1917.50
AT1G06440	43
AT1G06450	190.50
AT1G06460	4231.83
AT1G06470	638
AT1G06475	46
AT1G06480	0
AT1G06490	41
AT1G06500	196.00
AT1G06510	514
AT1G06515	379.50
AT1G06520	21
AT1G06530	960
AT1G06540	1
AT1G06550	410.50
AT1G06560	167.50
AT1G06570	394.50
AT1G06580	34
AT1G06590	147
AT1G06610	0
AT1G06620	218.75
AT1G06630	308.50
AT1G06640	1664.75
AT1G06645	234
AT1G06650	1268.50
AT1G06660	60.50
AT1G06670	499
AT1G06680	80021.17
AT1G06690	956
AT1G06700	1215
AT1G06710	69
AT1G06720	307.83
AT1G06730	276
AT1G06750	16.50
AT1G06760	3478.50
AT1G06770	120
AT1G06780	195.50
AT1G06790	226
AT1G06800	298.50
AT1G06810	0
AT1G06820	766
AT1G06830	351.50
AT1G06840	335.50
AT1G06850	256
AT1G06860	0
AT1G06870	359
AT1G06880	0
AT1G06890	1431
AT1G06900	760
AT1G06910	90
AT1G06920	0
AT1G06923	0
AT1G06925	0
AT1G06930	0
AT1G06950	2897.50
AT1G06960	264.00
AT1G06970	0
AT1G06980	71
AT1G06990	0
AT1G07000	1001.50
AT1G07010	1043
AT1G07020	280.50
AT1G07025	0
AT1G07030	419.50
AT1G07040	373.50
AT1G07050	1037.50
AT1G07051	0
AT1G07060	2
AT1G07070	312
AT1G07080	1671.50
AT1G07090	474
AT1G07100	0
AT1G07110	2311.25
AT1G07119	12.75
AT1G07120	12.75
AT1G07128	88.08
AT1G07130	91.08
AT1G07135	675
AT1G07140	3359.50
AT1G07150	54.50
AT1G07160	13
AT1G07170	413
AT1G07175	0
AT1G07180	520
AT1G07190	0
AT1G07200	555
AT1G07210	590.50
AT1G07220	258.50
AT1G07230	710.50
AT1G07240	819
AT1G07250	855.50
AT1G07260	168.50
AT1G07270	23
AT1G07280	2237.50
AT1G07290	29
AT1G07300	67
AT1G07310	588
AT1G07320	10187.17
AT1G07330	5
AT1G07340	0
AT1G07350	479.50
AT1G07360	666.50
AT1G07370	275
AT1G07380	111
AT1G07390	49
AT1G07400	29
AT1G07410	33
AT1G07420	698.50
AT1G07430	14.50
AT1G07440	1431.50
AT1G07450	31
AT1G07460	0
AT1G07470	346
AT1G07473	4
AT1G07476	2.50
AT1G07480	364.50
AT1G07485	30.33
AT1G07490	30.33
AT1G07500	4
AT1G07510	506.50
AT1G07520	147.50
AT1G07530	431.33
AT1G07540	0
AT1G07550	0
AT1G07560	0
AT1G07570	299.33
AT1G07580	0
AT1G07590	4785.67
AT1G07600	4141.67
AT1G07610	245.50
AT1G07615	134.33
AT1G07620	110.50
AT1G07630	413
AT1G07640	552
AT1G07645	0
AT1G07650	1243
AT1G07660	389.33
AT1G07670	1081
AT1G07680	0
AT1G07690	0
AT1G07700	1044.00
AT1G07702	37
AT1G07705	441
AT1G07710	10.83
AT1G07720	1988.50
AT1G07725	172.17
AT1G07728	172.17
AT1G07730	21
AT1G07740	81.50
AT1G07745	63.50
AT1G07747	0
AT1G07750	525.50
AT1G07760	0
AT1G07770	5663.00
AT1G07780	926.41
AT1G07790	984
AT1G07795	0
AT1G07810	821
AT1G07820	1548.83
AT1G07830	293
AT1G07840	349.50
AT1G07850	0
AT1G07860	0.50
AT1G07870	170.50
AT1G07880	48.50
AT1G07885	1
AT1G07890	11390.00
AT1G07900	23
AT1G07901	74
AT1G07910	257.50
AT1G07920	10227.78
AT1G07930	9008.58
AT1G07940	8080.22
AT1G07950	445
AT1G07960	449
AT1G07970	213
AT1G07980	235
AT1G07985	1
AT1G07990	619.00
AT1G08000	192
AT1G08005	1
AT1G08010	317
AT1G08030	244.50
AT1G08032	0
AT1G08035	2
AT1G08040	375.33
AT1G08050	225
AT1G08060	206
AT1G08065	0
AT1G08070	28
AT1G08080	0
AT1G08090	26
AT1G08100	0.50
AT1G08110	1433.67
AT1G08115	3
AT1G08120	2.50
AT1G08125	177.50
AT1G08130	307
AT1G08135	0
AT1G08140	0
AT1G08150	0
AT1G08160	79
AT1G08165	27
AT1G08170	0
AT1G08180	120
AT1G08190	2111.50
AT1G08200	4363
AT1G08210	375
AT1G08220	137.50
AT1G08230	267.50
AT1G08240	0
AT1G08250	454
AT1G08260	197.50
AT1G08270	32
AT1G08280	107
AT1G08290	11
AT1G08300	46.25
AT1G08310	17
AT1G08315	252
AT1G08320	0
AT1G08340	13.50
AT1G08350	193
AT1G08360	4273
AT1G08370	437.75
AT1G08380	45767.67
AT1G08390	137
AT1G08400	70
AT1G08410	179
AT1G08420	1473.50
AT1G08430	0
AT1G08440	14
AT1G08450	2679.67
AT1G08460	566
AT1G08465	301.50
AT1G08470	555.50
AT1G08480	1570
AT1G08490	1192
AT1G08500	55
AT1G08510	2835.25
AT1G08520	4193.50
AT1G08530	310
AT1G08540	2109.50
AT1G08550	1697
AT1G08560	231
AT1G08570	1721
AT1G08580	531
AT1G08590	78
AT1G08592	44
AT1G08600	257.50
AT1G08610	92.50
AT1G08620	355
AT1G08630	14
AT1G08640	2320.00
AT1G08650	1553.50
AT1G08660	513
AT1G08670	0
AT1G08680	541
AT1G08695	0
AT1G08700	568
AT1G08710	104
AT1G08720	405
AT1G08730	12
AT1G08750	252.00
AT1G08760	214
AT1G08770	513.50
AT1G08780	280
AT1G08790	0
AT1G08800	389.50
AT1G08810	156.50
AT1G08820	541
AT1G08830	5539.50
AT1G08840	648.33
AT1G08845	102.50
AT1G08860	3
AT1G08870	0
AT1G08880	2130
AT1G08890	429.50
AT1G08900	642.50
AT1G08910	169
AT1G08920	284
AT1G08930	5662.67
AT1G08940	109
AT1G08950	0
AT1G08960	222
AT1G08970	832.50
AT1G08980	2121
AT1G08985	0
AT1G08990	0
AT1G09000	48
AT1G09010	1090.50
AT1G09020	1074.83
AT1G09026	1
AT1G09030	0
AT1G09040	36.75
AT1G09050	40.25
AT1G09060	567
AT1G09070	6337.50
AT1G09080	86.50
AT1G09090	14
AT1G09100	452
AT1G09110	0
AT1G09130	3088
AT1G09140	826
AT1G09150	662
AT1G09155	4
AT1G09157	0
AT1G09160	719.50
AT1G09170	40.50
AT1G09176	0
AT1G09180	24.50
AT1G09190	68
AT1G09195	127
AT1G09200	2168.50
AT1G09210	2491
AT1G09220	26.33
AT1G09230	159.00
AT1G09240	70
AT1G09245	0
AT1G09250	730
AT1G09260	0
AT1G09270	1224.50
AT1G09280	245.50
AT1G09290	172
AT1G09300	136
AT1G09310	18159.67
AT1G09320	117
AT1G09330	814.50
AT1G09340	19308.83
AT1G09350	19
AT1G09360	0
AT1G09370	13
AT1G09380	0
AT1G09390	214
AT1G09400	23
AT1G09410	25
AT1G09415	268
AT1G09420	63
AT1G09421	22.50
AT1G09430	1742
AT1G09440	196.17
AT1G09450	31
AT1G09460	30.50
AT1G09470	71.25
AT1G09480	46
AT1G09483	0.25
AT1G09490	692.50
AT1G09500	51
AT1G09510	0.50
AT1G09520	198.83
AT1G09530	201
AT1G09540	0
AT1G09550	0
AT1G09560	1121
AT1G09570	1027.50
AT1G09575	84
AT1G09580	223
AT1G09590	2914
AT1G09600	5
AT1G09610	14
AT1G09620	2093
AT1G09625	0
AT1G09630	385
AT1G09640	4115.00
AT1G09645	426
AT1G09650	16
AT1G09660	739
AT1G09665	0
AT1G09680	39.50
AT1G09690	5367.50
AT1G09700	185.88
AT1G09710	92
AT1G09720	0
AT1G09730	383
AT1G09740	243.50
AT1G09750	3686
AT1G09760	699.50
AT1G09770	1117.50
AT1G09780	3162.50
AT1G09790	0
AT1G09794	73.50
AT1G09795	2305.00
AT1G09800	93.50
AT1G09810	138
AT1G09812	42
AT1G09815	375.50
AT1G09820	66
AT1G09830	790
AT1G09840	705
AT1G09850	709.50
AT1G09860	36.50
AT1G09870	446
AT1G09880	7
AT1G09890	24
AT1G09900	332.50
AT1G09910	311
AT1G09920	455
AT1G09930	2
AT1G09932	316.00
AT1G09935	0
AT1G09940	431
AT1G09950	70
AT1G09960	78
AT1G09970	3156.50
AT1G09980	370
AT1G09995	83
AT1G10000	22
AT1G10010	1
AT1G10020	846.50
AT1G10030	275
AT1G10040	47
AT1G10050	243
AT1G10060	290
AT1G10070	143.50
AT1G10090	810.50
AT1G10095	73
AT1G10100	0
AT1G10110	6.50
AT1G10120	308.50
AT1G10130	654
AT1G10140	120.50
AT1G10150	347.50
AT1G10155	19.50
AT1G10170	882
AT1G10180	315
AT1G10190	0
AT1G10200	2176
AT1G10210	137
AT1G10220	0
AT1G10230	167.50
AT1G10240	149
AT1G10250	0
AT1G10270	199.25
AT1G10280	132
AT1G10290	1748.00
AT1G10300	3
AT1G10310	447
AT1G10320	101
AT1G10330	64
AT1G10340	193
AT1G10350	318.50
AT1G10360	945.50
AT1G10370	335.50
AT1G10380	103
AT1G10385	0
AT1G10390	1135.50
AT1G10400	0
AT1G10410	448
AT1G10417	8
AT1G10430	658
AT1G10440	0
AT1G10450	210
AT1G10455	0
AT1G10460	43
AT1G10470	4105.25
AT1G10480	4
AT1G10490	709.25
AT1G10500	1480.75
AT1G10510	966.50
AT1G10520	15
AT1G10522	695.50
AT1G10530	12.50
AT1G10540	3
AT1G10550	75
AT1G10560	20
AT1G10570	238.50
AT1G10580	520.50
AT1G10585	12
AT1G10586	2
AT1G10588	0
AT1G10590	2035.50
AT1G10600	376.00
AT1G10610	82
AT1G10620	0
AT1G10630	1587
AT1G10640	161
AT1G10650	284.50
AT1G10652	0
AT1G10657	120
AT1G10660	763.50
AT1G10670	3890.33
AT1G10680	0
AT1G10682	421.33
AT1G10690	49
AT1G10700	662
AT1G10710	9
AT1G10717	0
AT1G10720	353.50
AT1G10730	134
AT1G10740	550.50
AT1G10745	0
AT1G10747	0
AT1G10750	23
AT1G10760	6417.50
AT1G10770	15
AT1G10780	69
AT1G10790	19
AT1G10800	5
AT1G10810	5
AT1G10820	225.33
AT1G10830	912
AT1G10840	2064.00
AT1G10850	363
AT1G10865	391.00
AT1G10870	317
AT1G10880	0
AT1G10890	405.50
AT1G10900	467
AT1G10910	602.50
AT1G10920	146
AT1G10930	281
AT1G10940	1264.50
AT1G10950	2267.50
AT1G10960	9369.50
AT1G10970	145
AT1G10980	42
AT1G10990	181
AT1G11000	124.50
AT1G11010	0
AT1G11020	322
AT1G11030	0
AT1G11040	0
AT1G11050	536
AT1G11060	176
AT1G11070	3
AT1G11080	34
AT1G11090	261
AT1G11100	16
AT1G11110	0
AT1G11112	30
AT1G11120	48
AT1G11125	15
AT1G11130	342
AT1G11145	0
AT1G11160	25
AT1G11170	42
AT1G11175	232.08
AT1G11180	293.25
AT1G11185	5
AT1G11190	36
AT1G11200	400.50
AT1G11210	308
AT1G11220	57
AT1G11230	0
AT1G11240	358
AT1G11250	1
AT1G11260	1722
AT1G11270	60
AT1G11280	280.50
AT1G11290	141
AT1G11300	310
AT1G11310	3285.50
AT1G11320	56
AT1G11330	1120
AT1G11340	88.50
AT1G11350	973.50
AT1G11360	608.50
AT1G11362	0
AT1G11370	0
AT1G11380	135
AT1G11390	319
AT1G11400	236
AT1G11410	332.75
AT1G11420	35
AT1G11430	3215.00
AT1G11440	234
AT1G11450	36
AT1G11460	1
AT1G11470	0
AT1G11475	512
AT1G11480	699
AT1G11490	2
AT1G11500	7
AT1G11510	0
AT1G11520	0
AT1G11530	713
AT1G11540	33.50
AT1G11545	818
AT1G11550	0
AT1G11560	0.50
AT1G11570	22
AT1G11572	0
AT1G11580	831
AT1G11590	0
AT1G11592	149
AT1G11593	0
AT1G11600	235.50
AT1G11608	0
AT1G11610	0
AT1G11620	0
AT1G11630	138
AT1G11640	1.50
AT1G11650	4792.00
AT1G11655	0
AT1G11660	551
AT1G11670	356
AT1G11680	1646
AT1G11684	0
AT1G11690	0
AT1G11700	550
AT1G11710	47
AT1G11720	852.00
AT1G11730	49
AT1G11735	13
AT1G11740	59
AT1G11750	2819.33
AT1G11755	226.33
AT1G11760	100
AT1G11765	0
AT1G11770	4.50
AT1G11780	317.50
AT1G11785	5.33
AT1G11790	709
AT1G11800	137
AT1G11810	11
AT1G11820	930.50
AT1G11840	4371.00
AT1G11850	705
AT1G11860	29185.50
AT1G11870	640.50
AT1G11880	147
AT1G11890	1028
AT1G11900	66.50
AT1G11905	222
AT1G11910	7730
AT1G11915	6
AT1G11920	0
AT1G11925	2
AT1G11930	1168
AT1G11940	69.50
AT1G11950	83.50
AT1G11960	614
AT1G11970	0
AT1G11980	0
AT1G11990	31.50
AT1G12000	1128.50
AT1G12010	72
AT1G12013	1.50
AT1G12015	0
AT1G12020	227
AT1G12030	28
AT1G12040	3
AT1G12050	963.83
AT1G12060	98
AT1G12064	0
AT1G12070	4
AT1G12080	422
AT1G12090	19384.17
AT1G12100	16
AT1G12110	4175
AT1G12120	688
AT1G12130	0
AT1G12140	793
AT1G12150	13
AT1G12160	43
AT1G12170	0
AT1G12180	0
AT1G12190	0
AT1G12200	85
AT1G12210	52.50
AT1G12211	1
AT1G12220	206
AT1G12230	1350
AT1G12240	3250
AT1G12244	270.50
AT1G12250	1890.00
AT1G12260	24
AT1G12270	744.50
AT1G12280	213
AT1G12290	49.50
AT1G12294	0.50
AT1G12300	39
AT1G12310	2005.50
AT1G12320	128
AT1G12330	438
AT1G12340	0
AT1G12350	332.00
AT1G12360	706
AT1G12370	69
AT1G12380	158
AT1G12390	225
AT1G12400	193
AT1G12410	3566.83
AT1G12411	0
AT1G12420	210
AT1G12423	0
AT1G12430	450.50
AT1G12440	1644.50
AT1G12450	200
AT1G12451	0
AT1G12460	376
AT1G12470	542
AT1G12480	90
AT1G12490	0
AT1G12500	1128.50
AT1G12510	0
AT1G12520	1288
AT1G12530	176
AT1G12540	0
AT1G12550	185
AT1G12560	0.50
AT1G12570	190
AT1G12580	601.50
AT1G12590	0
AT1G12600	9
AT1G12610	1
AT1G12620	70
AT1G12630	10
AT1G12640	551.50
AT1G12650	235.50
AT1G12660	0
AT1G12663	0
AT1G12665	0
AT1G12672	11
AT1G12680	259
AT1G12700	45
AT1G12710	424.00
AT1G12730	156
AT1G12740	0
AT1G12750	397.50
AT1G12760	1225.58
AT1G12770	1053
AT1G12775	81.50
AT1G12780	820.50
AT1G12790	70
AT1G12800	2930
AT1G12805	29
AT1G12810	547
AT1G12820	717.50
AT1G12830	198
AT1G12840	4372
AT1G12845	295.50
AT1G12850	966
AT1G12855	1
AT1G12860	599
AT1G12870	1
AT1G12880	101
AT1G12890	4
AT1G12900	46249.92
AT1G12910	424
AT1G12920	1294.50
AT1G12930	346
AT1G12938	0
AT1G12940	27
AT1G12950	13
AT1G12960	0
AT1G12970	215
AT1G12980	0.33
AT1G12990	710
AT1G13000	354.00
AT1G13010	0
AT1G13020	688
AT1G13030	84.50
AT1G13040	42
AT1G13050	29
AT1G13060	2061.50
AT1G13080	240
AT1G13090	860.50
AT1G13100	246
AT1G13110	3125
AT1G13120	233
AT1G13130	5
AT1G13140	7
AT1G13150	29
AT1G13160	329.50
AT1G13170	486.50
AT1G13180	213
AT1G13190	671
AT1G13195	152
AT1G13200	0.50
AT1G13210	2145
AT1G13220	140
AT1G13230	1
AT1G13240	0
AT1G13245	577
AT1G13250	364.50
AT1G13260	1069.50
AT1G13270	2139.50
AT1G13280	1140
AT1G13290	0
AT1G13300	2
AT1G13310	5
AT1G13320	1242
AT1G13330	48
AT1G13340	193
AT1G13350	291
AT1G13360	1418.83
AT1G13370	9
AT1G13380	533
AT1G13390	654.50
AT1G13400	5
AT1G13410	32
AT1G13420	10
AT1G13430	2
AT1G13440	20205.33
AT1G13448	56.50
AT1G13450	316
AT1G13460	226
AT1G13470	403.50
AT1G13480	0
AT1G13485	0
AT1G13490	0
AT1G13500	0
AT1G13510	0
AT1G13520	9
AT1G13530	0
AT1G13540	4
AT1G13550	13
AT1G13560	1274.50
AT1G13570	138
AT1G13580	144
AT1G13590	0
AT1G13600	12
AT1G13605	0.50
